" ","Player (1)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Dooling                     Keyon Dooling","SG","33","$884,293","1.51%","","","","",""
"","Round 2, Pick #60","","","                                                   -"," "," "," "," "," "," "

