" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Batum                     Nicolas Batum","SF","30","$24,000,000","23.56%","$24,000,000","$24,000,000","$24,000,000","$24,000,000","2027"
"2","Biyombo                     Bismack Biyombo","C","26","$17,000,000","16.69%","$18,000,000","$17,000,000","$17,000,000","$17,000,000","2026"
"3","Williams                     Marvin Williams","PF","32","$14,087,500","13.83%","$14,087,500","$14,087,500","$14,087,500","$14,087,500","2020"
"4","Zeller                     Cody Zeller","C","26","$13,528,090","13.28%","$13,528,090","$13,528,090","$13,528,090","$13,528,090","2021"
"5","Kidd-Gilchrist                     Michael Kidd-Gilchrist","SF","25","$13,000,000","12.76%","$13,000,000","$13,000,000","$13,000,000","$13,000,000","2020"
"6","Walker                     Kemba Walker","PG","28","$12,000,000","11.78%","$12,000,000","$12,000,000","$12,000,000","$12,000,000","2019"
"7","Lamb                     Jeremy Lamb","SG","26","$7,488,372","7.35%","$7,488,372","$7,488,372","$7,488,372","$7,488,372","2019"
"8","Parker                     Tony Parker","PG","36","$5,000,000","4.91%","$5,000,000","$5,000,000","$5,000,000","$5,000,000","2020"
"9","Kaminsky                     Frank Kaminsky","PF","25","$3,627,842","3.56%","$3,627,842","$3,627,842","$3,627,842","$3,627,842","2019"
"10","Monk                     Malik Monk","SG","20","$3,447,480","3.38%","$3,447,480","$3,447,480","$3,447,480","$3,447,480","2028"
"11","Bridges                     Miles Bridges","SF","20","$3,206,640","3.15%","$3,206,640","$3,206,640","$3,206,640","$3,206,640","2027"
"12","Hernangomez                     Willy Hernangomez","C","24","$1,544,951","1.52%","$1,544,951","$1,544,951","$1,544,951","$1,544,951","2020"
"13","Mack                     Shelvin Mack","PG","28","$1,512,601","1.48%","$1,512,601","$1,512,601","$722,351","$2,029,463","2019"
"14","Bacon                     Dwayne Bacon","SF","23","$1,378,242","1.35%","$1,378,242","$1,378,242","$1,378,242","$1,378,242","2020"
"15","Graham                     Devonte' Graham","PG","23","$988,464","0.97%","$988,464","$988,464","$988,464","$988,464","2021"
"16","Macura                     J.P. Macura","SG","23","Two-Way","'-","'-","'-","'-","'-","2019"
"17","Chealey                     Joe Chealey","PG","23","Two-Way","'-","'-","'-","'-","'-","2019"

