"Player (6)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Morant                   Ja Morant","PG","29","DRK-EXT","$53,864,316","29.43%","'-","","","Bird",""
"Aldama                   Santi Aldama","C","28","FA","$25,510,565","13.94%","'-","","","Bird",""
"Edey                   Zach Edey","C","26","RK-1ST","$24,203,811","13.23%","$11,738,849","","","Restricted Bird",""
"Jerome                   Ty Jerome","SG","31","FA","$18,352,290","10.03%","'-","","","Bird",""
"Wells                   Jaylen Wells","SG","25","RK-2ND","$3,056,337","1.67%","'-","","","Bird",""
"Pippen Jr.                   Scotty Pippen Jr.","PG","28","","$3,056,337","1.67%","'-","","","Bird",""
"Incomplete Roster Charge"," "," "," ","                                   $13,557,258"," "," "," "," "," "," "

