" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Diallo                     Cheick Diallo","PF","24","$1,620,564","1.48%","","","","",""
"2","Owens                     Tariq Owens","PF","25","$1,549,812","1.42%","","","","",""

