" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Irving                     Kyrie Irving","PG","33","$36,566,002","23.64%","$36,566,002","$36,566,002","$36,566,002","$36,566,002","2028"
"2","Middleton                     Khris Middleton","SF","34","$33,296,296","21.53%","$36,518,517","$33,296,296","$33,296,296","$33,296,296","2026"
"3","Thompson                     Klay Thompson","SG","35","$16,666,667","10.78%","$16,666,667","$16,666,667","$16,666,667","$16,666,667","2027"
"4","Gafford                     Daniel Gafford","C","27","$14,386,320","9.30%","$14,386,320","$14,386,320","$14,386,320","$14,386,320","2029"
"5","Washington                     PJ Washington","PF","27","$14,152,174","9.15%","$14,652,174","$14,152,174","$14,152,174","$14,152,174","2030"
"6","Flagg                     Cooper Flagg","SF","19","$13,825,920","8.94%","$13,825,920","$13,825,920","$13,825,920","$13,825,920","2029"
"7","Martin                     Caleb Martin","SF","30","$9,594,044","6.20%","$10,877,512","$9,594,044","$8,556,451","$8,556,451","2028"
"8","Marshall                     Naji Marshall","SF","28","$9,000,000","5.82%","$9,000,000","$9,000,000","$9,000,000","$9,000,000","2027"
"9","Christie                     Max Christie","SG","22","$7,714,286","4.99%","$7,714,286","$7,714,286","$7,714,286","$7,714,286","2028"
"10","Jones                     Tyus Jones","PG","29","$7,000,000","4.53%","$7,000,000","$7,000,000","$2,655,172","$7,000,000","2026"
"11","Lively II                     Dereck Lively II","C","21","$5,253,360","3.40%","$5,253,360","$5,253,360","$5,253,360","$5,253,360","2027"
"12","Powell                     Dwight Powell","C","34","$4,000,000","2.59%","$4,000,000","$4,000,000","$4,000,000","$4,000,000","2026"
"13","Johnson                     AJ Johnson","PG","21","$3,090,480","2.00%","$3,090,480","$3,090,480","$1,207,774","$3,090,480","2028"
"14","Bagley III                     Marvin Bagley III","PF","26","$2,296,274","1.48%","$2,296,274","$2,296,274","$1,204,038","$3,080,921","2026"
"15","Williams                     Brandon Williams","PG","26","$2,270,735","1.47%","$2,270,735","$2,270,735","$2,270,735","$2,270,735","2026"

