" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Watanabe                     Yuta Watanabe","SF","30","$2,087,519","1.48%","","","","","Early Bird"
"2","Pons                     Yves Pons","G","25","$1,862,265","1.32%","","","","","Two-Way"

