" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Nowitzki                     Dirk Nowitzki","PF","41","$9,500,000","8.70%","","","","",""
"2","Harris                     Devin Harris","PG","36","$1,618,486","1.48%","","","","",""
"3","Mejri                     Salah Mejri","C","33","$1,618,486","1.48%","","","","",""

