" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Wiggins                     Andrew Wiggins","SF","23","$25,467,250","25.00%","$25,467,250","$25,467,250","$25,467,250","$25,467,250","2027"
"2","Teague                     Jeff Teague","PG","30","$19,000,000","18.65%","$19,000,000","$19,000,000","$19,000,000","$19,000,000","2020"
"3","Dieng                     Gorgui Dieng","C","29","$15,170,787","14.89%","$15,170,787","$15,170,787","$15,170,787","$15,170,787","2021"
"4","Gibson                     Taj Gibson","PF","33","$14,000,000","13.74%","$14,000,000","$14,000,000","$14,000,000","$14,000,000","2019"
"5","Covington                     Robert Covington","SF","28","$10,464,092","10.27%","$10,464,092","$10,464,092","$8,986,113","$10,464,092","2022"
"6","Bayless                     Jerryd Bayless","PG","30","$8,575,916","8.42%","$8,575,916","$8,575,916","$7,364,628","$8,575,916","2019"
"7","Towns                     Karl-Anthony Towns","C","23","$7,839,435","7.70%","$7,839,435","$7,839,435","$7,839,435","$7,839,435","2028"
"8","Tolliver                     Anthony Tolliver","PF","33","$5,750,000","5.64%","$5,750,000","$5,750,000","$5,750,000","$5,750,000","2019"
"9","Saric                     Dario Saric","PF","24","$2,526,840","2.48%","$2,526,840","$2,526,840","$2,169,942","$2,526,840","2026"
"10","Jones                     Tyus Jones","PG","22","$2,444,053","2.40%","$2,444,053","$2,444,053","$2,444,053","$2,444,053","2026"
"11","Okogie                     Josh Okogie","SG","20","$2,160,720","2.12%","$2,160,720","$2,160,720","$2,160,720","$2,160,720","2022"
"12","Deng                     Luol Deng","SF","33","$1,512,601","1.48%","$1,512,601","$1,512,601","$2,393,887","$2,393,887","2019"
"13","Rose                     Derrick Rose","PG","30","$1,512,601","1.48%","$1,512,601","$1,512,601","$2,393,887","$2,393,887","2019"
"14","Bates-Diop                     Keita Bates-Diop","SF","23","$838,464","0.82%","$838,464","$838,464","$838,464","$838,464","2021"
"15","Reynolds                     Cam Reynolds","F","23","$108,953","0.11%","$108,953","$108,953","$108,953","$108,953","2019"
"16","Creek                     Mitch Creek","G","26","$9,474","0.01%","$9,474","$17,092","$9,474","$9,474","2019"
"17","Williams                     C.J. Williams","SG","28","Two-Way","'-","'-","'-","'-","'-","2020"
"18","Terrell                     Jared Terrell","SG","","Two-Way","'-","'-","'-","'-","'-","2019"

