" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Butler                     Jimmy Butler","SF","31","$34,379,100","31.50%","$34,379,100","$34,379,100","$34,379,100","$34,379,100","2027"
"2","Oladipo                     Victor Oladipo","SG","28","$21,000,000","19.24%","$21,250,000","$21,000,000","$7,623,288","$21,000,000","2021"
"3","Dragic                     Goran Dragic","PG","34","$18,000,000","16.49%","$18,000,000","$18,000,000","$18,000,000","$18,000,000","2022"
"4","Iguodala                     Andre Iguodala","SF","37","$15,000,000","13.74%","$15,000,000","$15,000,000","$14,062,500","$15,000,000","2022"
"5","Ariza                     Trevor Ariza","SF","35","$12,800,000","11.73%","$12,800,000","$12,800,000","$5,260,274","$12,800,000","2021"
"6","Bjelica                     Nemanja Bjelica","PF","32","$7,150,000","6.55%","$7,150,000","$7,150,000","$2,546,575","$7,150,000","2021"
"7","Adebayo                     Bam Adebayo","C","23","$5,115,492","4.69%","$5,115,492","$5,115,492","$5,115,492","$5,115,492","2029"
"8","Herro                     Tyler Herro","SG","21","$3,822,240","3.50%","$3,822,240","$3,822,240","$3,822,240","$3,822,240","2027"
"9","Achiuwa                     Precious Achiuwa","PF","21","$2,582,160","2.37%","$2,582,160","$2,582,160","$2,582,160","$2,582,160","2026"
"10","Robinson                     Duncan Robinson","PF","26","$1,663,861","1.52%","$1,663,861","$1,663,861","$1,663,861","$1,663,861","2028"
"11","Nunn                     Kendrick Nunn","PG","25","$1,663,861","1.52%","$1,663,861","$1,663,861","$1,663,861","$1,663,861","2021"
"12","Haslem                     Udonis Haslem","PF","40","$1,620,564","1.48%","$1,620,564","$1,620,564","$2,564,753","$2,564,753","2021"
"13","Okpala                     KZ Okpala","SF","21","$1,517,981","1.39%","$1,517,981","$1,517,981","$1,517,981","$1,517,981","2022"
"14","Dedmon                     Dewayne Dedmon","C","31","$432,890","0.40%","$432,890","$432,890","$580,811","$580,811","2021"
"15","Yurtseven                     Omer Yurtseven","C","22","$18,458","0.02%","$18,458","$33,299","$18,458","$18,458","2022"
"16","Vincent                     Gabe Vincent","PG","24","Two-Way","'-","'-","'-","$50,000","'-","2026"
"17","Strus                     Max Strus","SG","24","Two-Way","'-","'-","'-","'-","'-","2027"

