"Player","Pos","Team                     Signed With","Age                     At Signing","Start","End","Yrs","Value","AAV","2-Year Cash","3-Year Cash"
"Jordan Farmar","PG","LAC                  LAC","27","2014","2015","2","$4,247,465","$2,123,733","$4,247,465","$4,247,465"
"Jerami Grant","PF","PHI                  PHI","19","2014","2016","4","$4,234,674","$1,058,669","$1,729,938","$2,710,369"
"Jordan Adams","SG","MEM                  MEM","19","2014","2016","3","$4,213,800","$1,404,600","$2,748,720","$4,213,800"
"Malcolm Thomas","PF","PHI                  PHI","25","2014","2014","4","$4,060,612","$1,015,153","$1,651,248","$2,790,371"
"Kent Bazemore","SG","ATL                  ATL","24","2014","2015","2","$4,000,000","$2,000,000","$4,000,000","$4,000,000"
"Kevin Seraphin","PF","WAS                  WAS","24","2014","2014","1","$3,898,691","$3,898,691","$3,898,691","$3,898,691"
"Grant Jerrett","PF","OKC                  OKC","20","2014","2017","4","$3,867,199","$966,800","$1,763,758","$2,779,454"
"Mo Williams","PG","MIN                  MIN","31","2014","2014","1","$3,750,000","$3,750,000","$3,965,074","$3,965,074"
"C.J. Wilcox","SG","LAC                  LAC","23","2014","2016","3","$3,479,040","$1,159,680","$2,269,440","$3,479,040"
"Kyle Anderson","PF","SAS                  SAS","20","2014","2016","3","$3,428,640","$1,142,880","$2,236,560","$3,428,640"
"Zoran Dragic","SG","PHX                  PHX","24","2014","2015","2","$3,412,500","$1,706,250","$3,412,500","$3,412,500"
"Ryan Kelly","PF","LAL                  LAL","22","2014","2015","2","$3,374,250","$1,687,125","$3,374,250","$3,374,250"
"Jason Smith","PF","NYK                  NYK","27","2014","2014","1","$3,278,000","$3,278,000","$3,278,000","$3,278,000"
"Carlos Boozer","PF","LAL                  LAL","32","2014","2014","1","$3,251,000","$3,251,000","$3,251,000","$3,251,000"
"Roy Devyn Marble","SF","ORL                  ORL","21","2014","2016","3","$2,710,369","$903,456","$1,729,938","$2,710,369"
"Joe Harris","SG","CLE                  CLE","22","2014","2016","3","$2,710,369","$903,456","$1,729,938","$2,710,369"
"Damien Inglis","SF","MIL                  MIL","18","2014","2016","3","$2,655,431","$885,144","$1,675,000","$2,655,431"
"Alan Anderson","SG","BKN                  BKN","31","2014","2015","2","$2,609,545","$1,304,773","$2,609,545","$2,609,545"
"Aaron Gray","C","DET                  DET","29","2014","2015","2","$2,584,131","$1,292,066","$2,584,131","$2,584,131"
"Shawne Williams","SF","MIA                  MIA","27","2014","2015","2","$2,584,131","$1,292,066","$2,584,131","$2,584,131"
"Jarnell Stokes","PF","MEM                  MEM","19","2014","2016","3","$2,550,490","$850,163","$998,401","$1,978,832"
"Spencer Dinwiddie","PG","DET                  DET","20","2014","2016","3","$2,525,490","$841,830","$1,545,059","$2,525,490"
"Johnny O'Bryant","PF","MIL                  MIL","20","2014","2016","3","$2,425,490","$808,497","$1,445,059","$2,425,490"
"Cartier Martin","PF","DET                  DET","29","2014","2015","2","$2,416,650","$1,208,325","$2,416,650","$2,416,650"
"Brandon Rush","SG","GSW                  GSW","28","2014","2015","2","$2,416,649","$1,208,325","$2,416,649","$2,416,649"
"P.J. Hairston","SG","CHA                  CHA","21","2014","2015","2","$2,351,160","$1,175,580","$1,552,556","$2,805,716"
"Drew Gordon","PF","PHI                  PHI","23","2014","2016","3","$2,332,836","$777,612","$885,069","$1,865,500"
"JaKarr Sampson","SF","PHI                  PHI","20","2014","2016","3","$2,332,826","$777,609","$1,352,395","$2,332,826"
"Ronald Roberts","SF","PHI                  PHI","22","2014","2016","3","$2,332,826","$777,609","$1,015,431","$1,995,862"
"Jack Cooley","PF","UTA                  UTA","22","2014","2016","3","$2,332,826","$777,609","$1,352,395","$2,332,826"
"Dee Bost","PG","UTA                  UTA","24","2014","2016","3","$2,332,826","$777,609","$910,059","$1,890,490"
"Eric Moreland","PF","SAC                  SAC","22","2014","2016","3","$2,332,826","$777,609","$1,352,395","$2,332,826"
"Erick Green","PG","DEN                  DEN","22","2014","2016","3","$2,332,826","$777,609","$1,352,395","$2,332,826"
"Eric Griffin","PF","DAL                  DAL","23","2014","2016","3","$2,332,826","$777,609","$995,059","$1,975,490"
"James Ennis III","SF","MIA                  MIA","23","2014","2016","3","$2,332,826","$777,609","$1,352,395","$2,332,826"
"Cameron Bairstow","PF","CHI                  CHI","23","2014","2016","3","$2,332,826","$777,609","$1,352,395","$2,332,826"
"Russ Smith","PG","NOP                  NOP","22","2014","2016","3","$2,332,826","$777,609","$1,352,395","$2,332,826"
"Nick Johnson","SG","HOU                  HOU","21","2014","2016","3","$2,332,826","$777,609","$1,352,395","$2,332,826"
"Damjan Rudez","SF","IND                  IND","27","2014","2015","2","$2,249,500","$1,124,750","$2,249,500","$3,448,500"
"Christapher Johnson","SF","UTA                  UTA","23","2014","2016","3","$2,145,368","$715,123","$1,094,407","$2,145,368"
"Garrett Temple","SG","WAS                  WAS","27","2014","2015","2","$2,081,686","$1,040,843","$2,081,686","$2,081,686"
"Ed Davis","C","LAL                  LAL","24","2014","2014","2","$2,081,686","$1,040,843","$2,081,686","$2,081,686"
"Josh Smith","SF","HOU                  HOU","28","2014","2014","1","$2,077,000","$2,077,000","$2,077,000","$2,077,000"
"Aron Baynes","C","SAS                  SAS","27","2014","2014","1","$2,077,000","$2,077,000","$2,077,000","$2,077,000"
"Elijah Millsap","SG","UTA                  UTA","26","2014","2016","3","$2,067,221","$689,074","$1,086,790","$2,067,221"
"Elton Brand","PF","ATL                  ATL","34","2014","2014","1","$2,000,000","$2,000,000","$2,000,000","$2,000,000"
"Toure Murry","SF","UTA                  UTA","24","2014","2015","2","$2,000,000","$1,000,000","$2,000,000","$2,000,000"
"John Salmons","SF","NOP                  NOP","34","2014","2014","1","$2,000,000","$2,000,000","$2,000,000","$2,000,000"
"E'Twaun Moore","SG","CHI                  CHI","24","2014","2015","2","$1,963,584","$981,792","$1,963,584","$1,963,584"
"Joey Dorsey","PF","HOU                  HOU","30","2014","2015","2","$1,963,584","$981,792","$1,963,584","$1,963,584"
"JaMychal Green","PF","MEM                  MEM","23","2014","2016","3","$1,959,785","$653,262","$979,354","$1,959,785"
"Bryce Cotton","PG","UTA                  UTA","21","2014","2016","3","$1,918,004","$639,335","$937,573","$1,918,004"
"Diante Garrett","PG","POR                  POR","25","2014","2015","2","$1,896,591","$948,296","$1,896,591","$1,896,591"
"Ivan Johnson","PF","DAL                  DAL","29","2014","2015","2","$1,896,591","$948,296","$1,006,348","$1,006,348"
"Darius Miller","SF","NOP                  NOP","23","2014","2015","2","$1,896,591","$948,296","$1,896,591","$1,896,591"
"Jack Cooley","PF","UTA                  UTA","22","2014","2016","3","$1,888,161","$629,387","$907,730","$1,888,161"
"Kevin Murphy","SG","UTA                  UTA","23","2014","2015","2","$1,787,276","$893,638","$1,012,276","$1,012,276"
"Troy Daniels","SG","HOU                  HOU","22","2014","2015","2","$1,763,758","$881,879","$1,763,758","$1,763,758"
"Hassan Whiteside","C","MIA                  MIA","24","2014","2015","2","$1,751,229","$875,615","$1,751,229","$1,751,229"
"Darius Morris","PG","BKN                  BKN","22","2014","2015","2","$1,718,177","$859,089","$1,718,177","$1,718,177"
"Reggie Williams","SF","SAS                  SAS","27","2014","2015","2","$1,529,820","$764,910","$1,529,820","$1,529,820"
"Rasual Butler","SF","WAS                  WAS","34","2014","2014","1","$1,448,490","$1,448,490","$1,448,490","$1,448,490"
"Dahntay Jones","SF","UTA                  UTA","33","2014","2014","1","$1,448,490","$1,448,490","$1,448,490","$1,448,490"
"Nazr Mohammed","C","CHI                  CHI","36","2014","2014","1","$1,448,490","$1,448,490","$1,448,490","$1,448,490"
"Hedo Turkoglu","SF","LAC                  LAC","34","2014","2014","1","$1,448,490","$1,448,490","$2,395,766","$2,395,766"
"Leandro Barbosa","SG","GSW                  GSW","31","2014","2014","1","$1,448,490","$1,448,490","$1,448,490","$1,448,490"
"Shawn Marion","SF","CLE                  CLE","35","2014","2014","1","$1,448,490","$1,448,490","$2,395,766","$2,395,766"
"Jannero Pargo","PG","CHA                  CHA","34","2014","2014","1","$1,448,490","$1,448,490","$1,448,490","$1,448,490"
"Richard Jefferson","SF","DAL                  DAL","33","2014","2014","1","$1,448,490","$1,448,490","$1,448,490","$1,448,490"
"Matt Bonner","C","SAS                  SAS","33","2014","2014","1","$1,448,490","$1,448,490","$1,448,490","$1,448,490"
"Drew Gooden","PF","WAS                  WAS","32","2014","2014","1","$1,448,490","$1,448,490","$1,448,490","$1,448,490"
"James Jones","SG","CLE                  CLE","33","2014","2014","1","$1,448,490","$1,448,490","$1,448,490","$1,448,490"
"Akil Mitchell","PF","HOU                  HOU","21","2014","2015","2","$1,352,395","$676,198","$1,352,395","$1,352,395"
"Chris Crawford","PG","CLE                  CLE","21","2014","2015","2","$1,352,395","$676,198","$1,352,395","$1,352,395"
"Josh Davis","PF","SAS                  SAS","","2014","2015","2","$1,352,395","$676,198","$865,059","$865,059"
"Tarik Black","PF","HOU                  HOU","22","2014","2015","2","$1,352,395","$676,198","$1,352,395","$1,352,395"
"Jerrelle Benimon","PF","DEN                  DEN","22","2014","2015","2","$1,352,395","$676,198","$880,059","$880,059"
"Alex Kirk","C","CLE                  CLE","22","2014","2015","2","$1,352,395","$676,198","$1,352,395","$1,352,395"
"Will Cherry","PG","TOR                  TOR","22","2014","2015","2","$1,352,395","$676,198","$1,352,395","$1,352,395"
"JaMychal Green","PF","SAS                  SAS","23","2014","2015","2","$1,352,395","$676,198","$1,352,395","$1,352,395"
"Patric Young","PF","NOP                  NOP","21","2014","2015","2","$1,352,395","$676,198","$1,352,395","$1,352,395"
"Bryce Cotton","PG","SAS                  SAS","21","2014","2015","2","$1,352,395","$676,198","$895,059","$895,059"
"Cory Jefferson","PF","BKN                  BKN","23","2014","2015","2","$1,352,395","$676,198","$1,352,395","$1,352,395"
"Jordan Clarkson","SG","LAL                  LAL","21","2014","2015","2","$1,352,395","$676,198","$1,352,395","$1,352,395"
"Dwight Powell","C","CLE                  CLE","22","2014","2015","2","$1,352,395","$676,198","$1,352,395","$1,352,395"
"Markel Brown","SG","BKN                  BKN","21","2014","2015","2","$1,352,395","$676,198","$1,352,395","$1,352,395"
"Cleanthony Early","SF","NYK                  NYK","22","2014","2015","2","$1,352,395","$676,198","$1,352,395","$1,352,395"
"Khem Birch","C","MIA                  MIA","21","2014","2015","2","$1,352,385","$676,193","$1,352,385","$1,352,385"
"Tyler Johnson","SG","MIA                  MIA","21","2014","2014","2","$1,352,385","$676,193","$1,352,395","$1,352,395"
"Will Cherry","PG","CLE                  CLE","22","2014","2015","2","$1,340,458","$670,229","$1,340,458","$1,340,458"
"Toney Douglas","SG","NOP                  NOP","27","2014","2014","2","$1,329,654","$664,827","$1,329,654","$1,329,654"
"Jason Kapono","SF","GSW                  GSW","32","2014","2014","1","$1,316,809","$1,316,809","$1,316,809","$1,316,809"
"Brian Cook","PF","DET                  DET","33","2014","2014","1","$1,316,809","$1,316,809","$1,316,809","$1,316,809"
"Jason Maxiell","PF","CHA                  CHA","30","2014","2014","1","$1,316,809","$1,316,809","$2,264,085","$2,264,085"
"Ronnie Price","PG","LAL                  LAL","30","2014","2014","1","$1,316,809","$1,316,809","$1,316,809","$1,316,809"
"Charlie Villanueva","PF","DAL                  DAL","29","2014","2014","1","$1,316,809","$1,316,809","$1,316,809","$1,316,809"
"Francisco Garcia","SG","HOU                  HOU","32","2014","2014","1","$1,316,809","$1,316,809","$1,316,809","$1,316,809"
"Sebastian Telfair","PG","OKC                  OKC","28","2014","2014","1","$1,316,809","$1,316,809","$1,316,809","$1,316,809"
"Louis Amundson","PF","CLE                  CLE","31","2014","2014","1","$1,310,286","$1,310,286","$1,310,286","$1,310,286"
"Solomon Jones","PF","CHI                  CHI","29","2014","2014","1","$1,310,286","$1,310,286","$1,310,286","$1,310,286"
"Ryan Hollins","C","SAC                  SAC","29","2014","2014","1","$1,310,286","$1,310,286","$1,310,286","$1,310,286"
"Earl Barron","PF","PHX                  PHX","32","2014","2014","1","$1,310,286","$1,310,286","$1,310,286","$1,310,286"
"Shannon Brown","PG","MIA                  MIA","28","2014","2014","1","$1,310,286","$1,310,286","$1,310,286","$1,310,286"
"Jose Barea","PG","DAL                  DAL","29","2014","2014","4","$1,302,578","$325,645","$1,302,578","$1,302,578"
"Earl Clark","SF","BKN                  BKN","25","2014","2015","2","$1,248,336","$624,168","$1,248,336","$1,248,336"
"Austin Daye","PF","ATL                  ATL","25","2014","2014","2","$1,248,336","$624,168","$1,248,336","$1,248,336"
"DJ Mbenga","C","NYK                  NYK","33","2014","2014","1","$1,227,985","$1,227,985","$1,227,985","$1,227,985"
"Rodney Stuckey","PG","IND                  IND","27","2014","2014","1","$1,227,985","$1,227,985","$1,227,985","$1,227,985"
"Glen Davis","PF","LAC                  LAC","27","2014","2014","1","$1,227,985","$1,227,985","$1,227,985","$1,227,985"
"Patrick Christopher","SG","MEM                  MEM","25","2014","2015","2","$1,224,069","$612,035","$1,224,069","$1,224,069"
"Lorenzo Brown","PG","MIN                  MIN","23","2014","2015","2","$1,216,235","$608,118","$1,216,235","$1,216,235"
"Henry Walker","PG","MIA                  MIA","26","2014","2015","2","$1,211,638","$605,819","$1,296,819","$1,296,819"
"Jordan Hamilton","SF","LAC                  LAC","23","2014","2014","2","$1,166,012","$583,006","$150,591","$150,591"
"Quincy Miller","SF","DET                  DET","21","2014","2015","2","$1,164,397","$582,199","$1,164,397","$1,164,397"
"Michael Beasley","SF","MEM                  MEM","24","2014","2014","1","$1,145,685","$1,145,685","$1,145,685","$1,145,685"
"Aaron Brooks","PG","CHI                  CHI","28","2014","2014","1","$1,145,685","$1,145,685","$1,145,685","$1,145,685"
"Xavier Henry","SG","LAL                  LAL","22","2014","2014","1","$1,082,000","$1,082,000","$1,082,000","$1,082,000"
"Langston Galloway","SG","NYK                  NYK","22","2014","2015","2","$1,080,821","$540,411","$1,080,821","$1,080,821"
"Alonzo Gee","SF","DEN                  DEN","26","2014","2014","1","$1,063,384","$1,063,384","$1,063,384","$1,063,384"
"A.J. Price","PG","CLE                  CLE","27","2014","2014","1","$1,063,384","$1,063,384","$1,063,384","$1,063,384"
"Hasheem Thabeet","C","DET                  DET","26","2014","2014","1","$1,063,384","$1,063,384","$1,063,384","$1,063,384"
"Wayne Ellington","SG","LAL                  LAL","26","2014","2014","1","$1,063,384","$1,063,384","$1,063,384","$1,063,384"
"Omri Casspi","SF","SAC                  SAC","25","2014","2014","1","$1,063,384","$1,063,384","$1,063,384","$1,063,384"
"Kyrylo Fesenko","C","MIN                  MIN","27","2014","2014","1","$1,063,384","$1,063,384","$1,063,384","$1,063,384"
"Tyler Johnson","SG","MIA                  MIA","21","2014","2015","2","$1,045,009","$522,505","$1,045,009","$1,045,009"
"Lester Hudson","PG","LAC                  LAC","29","2014","2015","2","$1,043,308","$521,654","$1,043,308","$1,043,308"
"James McAdoo","SF","GSW                  GSW","20","2014","2015","2","$1,012,181","$506,091","$1,012,181","$1,012,181"
"A.J. Price","PG","IND                  IND","27","2014","2014","1","$1,007,087","$1,007,087","$1,007,087","$1,007,087"
"Chris Babb","SG","BOS                  BOS","23","2014","2015","2","$995,304","$497,652","$995,304","$995,304"
"Jorge Gutierrez","PG","MIL                  MIL","25","2014","2015","2","$990,502","$495,251","$990,502","$990,502"
"Ricky Ledo","SG","NYK                  NYK","20","2014","2015","2","$985,699","$492,850","$985,699","$985,699"
