"Player","Pos","Team                     Signed With","Age                     At Signing","Start","End","Yrs","Value","AAV","2-Year Cash","3-Year Cash"
"Kelly Olynyk","PF","MIA                  MIA","25","2017","2020","4","$50,000,000","$12,500,000","$24,144,696","$36,020,839"
"Pau Gasol","C","SAS                  SAS","36","2017","2019","3","$48,000,000","$16,000,000","$32,800,000","$48,800,000"
"Andre Iguodala","SF","GSW                  GSW","32","2017","2019","3","$48,000,000","$16,000,000","$30,814,815","$36,537,142"
"Patty Mills","PG","SAS                  SAS","28","2017","2020","4","$48,000,000","$12,000,000","$22,285,715","$33,937,500"
"Tony Snell","SG","MIL                  MIL","25","2017","2020","4","$46,000,000","$11,500,000","$20,628,572","$31,309,375"
"James Johnson","PF","MIA                  MIA","29","2017","2019","3","$43,295,100","$14,431,700","$28,605,700","$34,017,453"
"Mason Plumlee","C","DEN                  DEN","26","2017","2019","3","$41,000,000","$13,666,667","$26,958,904","$40,122,432"
"Markelle Fultz","PG","PHI                  PHI","18","2017","2020","4","$37,400,017","$9,350,004","$9,994,674","$19,130,799"
"Lonzo Ball","PG","LAL                  LAL","19","2017","2020","4","$33,471,622","$8,367,906","$13,748,520","$21,922,883"
"Cristiano Felicio","PF","CHI                  CHI","24","2017","2020","4","$32,000,000","$8,000,000","$16,314,480","$23,961,199"
"P.J. Tucker","PF","HOU                  HOU","31","2017","2020","4","$31,878,148","$7,969,537","$15,559,572","$23,386,796"
"Jayson Tatum","PF","BOS                  BOS","18","2017","2020","4","$30,073,320","$7,518,330","$12,346,200","$19,686,825"
"Andre Roberson","SG","OKC                  OKC","25","2017","2019","3","$30,000,000","$10,000,000","$19,259,260","$29,328,704"
"Taj Gibson","C","MIN                  MIN","31","2017","2018","2","$28,000,000","$14,000,000","$28,000,000","$28,000,000"
"Josh Jackson","SG","PHX                  PHX","19","2017","2019","4","$27,121,282","$6,780,321","$11,131,560","$17,749,823"
"Bogdan Bogdanovic","SG","SAC                  SAC","24","2017","2019","3","$27,000,000","$9,000,000","$18,470,614","$26,466,913"
"C.J. Miles","SF","IND                  IND","29","2017","2019","3","$25,000,000","$8,333,333","$10,902,610","$19,632,769"
"De'Aaron Fox","PG","SAC                  SAC","19","2017","2020","4","$24,572,507","$6,143,127","$10,080,120","$16,073,333"
"Zach Randolph","PF","SAC                  SAC","35","2017","2018","2","$24,000,000","$12,000,000","$16,469,361","$16,469,361"
"Shaun Livingston","PG","GSW                  GSW","31","2017","2019","3","$23,692,308","$7,897,436","$16,000,000","$23,692,308"
"J.J. Redick","SG","PHI                  PHI","32","2017","2017","1","$23,000,000","$23,000,000","$23,000,000","$23,000,000"
"Jonathan Isaac","PF","ORL                  ORL","19","2017","2020","4","$22,324,406","$5,581,102","$9,155,400","$14,598,938"
"Kyle Korver","SG","CLE                  CLE","35","2017","2019","3","$22,060,000","$7,353,333","$12,723,390","$20,223,390"
"Bojan Bogdanovic","SF","IND                  IND","27","2017","2018","2","$21,000,000","$10,500,000","$21,000,000","$21,000,000"
"Langston Galloway","SG","DET                  DET","25","2017","2019","3","$21,000,000","$7,000,000","$13,666,667","$20,541,667"
"Lauri Markkanen","PF","CHI                  CHI","19","2017","2020","4","$20,389,668","$5,097,417","$8,357,760","$13,326,885"
"Jonathon Simmons","SF","ORL                  ORL","27","2017","2019","3","$20,000,000","$6,666,667","$8,435,574","$14,135,574"
"Darren Collison","PG","IND                  IND","29","2017","2018","2","$20,000,000","$10,000,000","$20,000,000","$20,000,000"
"Frank Ntilikina","PG","NYK                  NYK","18","2017","2020","4","$18,689,218","$4,672,305","$7,656,840","$12,209,153"
"Kentavious Caldwell-Pope","SG","LAL                  LAL","23","2017","2017","1","$17,745,894","$17,745,894","$17,745,894","$17,745,894"
"Rudy Gay","PF","SAS                  SAS","30","2017","2018","2","$17,232,300","$8,616,150","$17,232,300","$17,232,300"
"Dennis Smith Jr.","PG","DAL                  DAL","19","2017","2020","4","$17,188,557","$4,297,139","$4,728,999","$8,913,662"
"Alan Williams","PF","PHX                  PHX","23","2017","2019","3","$17,000,000","$5,666,667","$11,520,000","$17,040,000"
"Patrick Patterson","PF","OKC                  OKC","27","2017","2019","3","$16,354,800","$5,451,600","$10,643,600","$16,354,800"
"Zach Collins","C","POR                  POR","19","2017","2020","4","$16,332,615","$4,083,154","$6,686,160","$10,661,348"
"JaMychal Green","PF","MEM                  MEM","26","2017","2018","2","$16,200,000","$8,100,000","$11,462,147","$11,462,147"
"Malik Monk","SG","CHA                  CHA","18","2017","2020","4","$15,726,047","$3,931,512","$6,351,960","$10,128,585"
"Luke Kennard","SG","DET                  DET","20","2017","2020","4","$15,135,546","$3,783,887","$6,034,560","$9,622,523"
"Nikola Mirotic","PF","CHI                  CHI","25","2017","2018","2","$15,000,000","$7,500,000","$9,322,034","$9,322,034"
"Donovan Mitchell","SG","UTA                  UTA","20","2017","2020","4","$14,564,021","$3,641,005","$5,732,760","$9,141,285"
"Dewayne Dedmon","C","ATL                  ATL","27","2017","2018","2","$14,100,000","$7,050,000","$13,200,000","$13,200,000"
"Bam Adebayo","C","MIA                  MIA","19","2017","2020","4","$14,015,772","$3,503,943","$5,446,200","$8,684,400"
"Justin Jackson","SF","SAC                  SAC","21","2017","2020","4","$13,484,010","$3,371,003","$3,364,975","$6,440,838"
"Justin Patton","C","MIN                  MIN","19","2017","2020","4","$12,814,166","$3,203,542","$4,915,080","$8,032,320"
"Guerschon Yabusele","PF","BOS                  BOS","21","2017","2019","4","$12,814,166","$3,203,542","$4,915,080","$8,032,320"
"Milos Teodosic","PG","LAC                  LAC","29","2017","2018","2","$12,300,000","$6,150,000","$12,300,000","$12,300,000"
"DJ Wilson","PF","MIL                  MIL","20","2017","2020","4","$12,178,720","$3,044,680","$4,669,320","$7,445,370"
"Shelvin Mack","PG","ORL                  ORL","26","2017","2018","2","$12,000,000","$6,000,000","$12,000,000","$12,000,000"
"TJ Leaf","PF","IND                  IND","19","2017","2020","4","$11,576,025","$2,894,006","$4,435,920","$7,073,370"
"John Collins","PF","ATL                  ATL","19","2017","2020","4","$11,059,862","$2,764,966","$4,236,000","$6,754,650"
"Amir Johnson","C","PHI                  PHI","29","2017","2017","1","$11,000,000","$11,000,000","$11,000,000","$11,000,000"
"Nene Hilario","C","HOU                  HOU","34","2017","2019","3","$10,954,440","$3,651,480","$7,129,080","$10,954,440"
"Ben McLemore","SF","MEM                  MEM","23","2017","2018","2","$10,660,000","$5,330,000","$10,660,000","$10,660,000"
"Harry Giles","C","SAC                  SAC","18","2017","2020","4","$10,621,750","$2,655,438","$4,066,440","$6,484,065"
"Thabo Sefolosha","SF","UTA                  UTA","32","2017","2018","2","$10,500,000","$5,250,000","$10,500,000","$10,500,000"
"Terrance Ferguson","SF","OKC                  OKC","18","2017","2020","4","$10,323,693","$2,580,923","$3,903,840","$6,224,940"
"Jarrett Allen","C","BKN                  BKN","18","2017","2020","4","$10,034,582","$2,508,646","$3,747,840","$5,976,128"
"Mike Muscala","C","ATL                  ATL","25","2017","2018","2","$10,000,000","$5,000,000","$6,779,661","$6,779,661"
"OG Anunoby","SF","TOR                  TOR","19","2017","2020","4","$9,751,975","$2,437,994","$3,597,960","$5,737,148"
"Ante Zizic","C","BOS                  BOS","19","2017","2020","4","$9,751,975","$2,437,994","$3,597,960","$5,737,148"
"Tyler Lydon","PF","DEN                  DEN","20","2017","2020","4","$9,476,369","$2,369,092","$3,454,080","$5,644,800"
"Justin Holiday","SG","CHI                  CHI","27","2017","2018","2","$9,000,000","$4,500,000","$7,018,253","$7,018,253"
"Caleb Swanigan","PF","POR                  POR","19","2017","2020","4","$8,904,867","$2,226,217","$2,085,242","$2,946,033"
"Furkan Korkmaz","SG","PHI                  PHI","19","2017","2020","4","$8,904,867","$2,226,217","$2,691,440","$4,431,440"
"Jamal Crawford","SG","MIN                  MIN","36","2017","2018","2","$8,872,400","$4,436,200","$8,872,400","$8,872,400"
"Ron Baker","SG","NYK                  NYK","23","2017","2018","2","$8,872,400","$4,436,200","$8,872,400","$8,872,400"
"Kyle Kuzma","PF","LAL                  LAL","21","2017","2020","4","$8,650,178","$2,162,545","$3,113,400","$4,964,588"
"Tony Bradley","C","UTA                  UTA","18","2017","2020","4","$8,598,860","$2,149,715","$3,094,440","$4,934,153"
"Derrick White","PG","SAS                  SAS","22","2017","2020","4","$8,536,124","$2,134,031","$3,071,760","$4,898,085"
"Josh Hart","SG","LAL                  LAL","21","2017","2020","4","$8,474,999","$2,118,750","$3,049,680","$4,862,955"
"Cedi Osman","SF","CLE                  CLE","21","2017","2019","3","$8,317,064","$2,772,355","$5,409,921","$8,135,368"
"Jonas Jerebko","PF","UTA                  UTA","29","2017","2018","2","$8,200,000","$4,100,000","$8,200,000","$8,200,000"
"Vince Carter","SG","SAC                  SAC","39","2017","2017","1","$8,000,000","$8,000,000","$8,000,000","$8,000,000"
"Jodie Meeks","SG","WAS                  WAS","29","2017","2018","2","$6,744,500","$3,372,250","$6,744,500","$6,744,500"
"Ekpe Udoh","C","LAC                  LAC","29","2017","2018","2","$6,560,000","$3,280,000","$6,560,000","$6,560,000"
"Sean Kilpatrick","SG","CHI                  CHI","26","2017","2019","3","$6,200,000","$2,066,667","$4,217,862","$6,272,718"
"Ersan Ilyasova","PF","ATL                  ATL","29","2017","2017","1","$6,000,000","$6,000,000","$6,000,000","$6,000,000"
"Davon Reed","SG","PHX                  PHX","21","2017","2020","4","$5,565,327","$1,391,332","$2,193,857","$3,812,377"
"Zhou Qi","PF","HOU                  HOU","20","2017","2020","4","$5,565,327","$1,391,332","$2,193,857","$3,812,377"
"Eric Moreland","PF","DET                  DET","25","2017","2019","3","$5,478,899","$1,826,300","$3,565,633","$5,478,899"
"Nick Young","SG","GSW                  GSW","31","2017","2017","1","$5,192,000","$5,192,000","$5,192,000","$5,192,000"
"Greg Monroe","C","BOS                  BOS","26","2017","2017","1","$5,000,000","$5,000,000","$5,000,000","$5,000,000"
"Manu Ginobili","SG","SAS                  SAS","39","2017","2018","2","$5,000,000","$2,500,000","$5,000,000","$5,000,000"
"Reggie Bullock","SF","DET                  DET","25","2017","2018","2","$5,000,000","$2,500,000","$3,403,955","$3,403,955"
"Dirk Nowitzki","PF","DAL                  DAL","38","2017","2017","1","$5,000,000","$5,000,000","$10,000,000","$10,000,000"
"Troy Williams","SF","HOU                  HOU","22","2017","2019","3","$4,693,068","$1,564,356","$3,016,333","$4,693,068"
"Aron Baynes","C","BOS                  BOS","30","2017","2017","1","$4,328,000","$4,328,000","$4,328,000","$4,328,000"
"Darius Miller","SF","NOP                  NOP","26","2017","2018","2","$4,305,000","$2,152,500","$4,305,000","$4,305,000"
"Semi Ojeleye","PF","BOS                  BOS","22","2017","2019","3","$4,288,654","$1,429,551","$2,670,134","$4,187,497"
"Alex Len","C","PHX                  PHX","23","2017","2017","1","$4,187,598","$4,187,598","$4,187,598","$4,187,598"
"Nerlens Noel","C","DAL                  DAL","22","2017","2017","1","$4,187,598","$4,187,598","$4,187,598","$4,187,598"
"Frank Mason III","PG","SAC                  SAC","22","2017","2019","3","$4,183,191","$1,394,397","$2,562,627","$4,183,191"
"Abdel Nader","SF","BOS                  BOS","23","2017","2019","3","$4,164,095","$1,388,032","$2,545,575","$4,062,938"
"Damyean Dotson","SG","NYK                  NYK","22","2017","2019","3","$4,096,762","$1,365,587","$2,478,242","$3,995,605"
"Wesley Iwundu","SF","ORL                  ORL","22","2017","2019","3","$4,046,762","$1,348,921","$2,428,242","$3,945,605"
"Ivan Rabb","PF","MEM                  MEM","19","2017","2019","3","$3,946,762","$1,315,587","$2,328,242","$3,946,762"
"Ike Anigbogu","C","IND                  IND","18","2017","2019","3","$3,946,762","$1,315,587","$2,328,242","$3,946,762"
"Sindarius Thornwell","SG","LAC                  LAC","22","2017","2019","3","$3,812,377","$1,270,792","$2,193,857","$3,812,377"
"Dillon Brooks","SF","MEM                  MEM","20","2017","2019","3","$3,812,377","$1,270,792","$2,193,857","$3,711,220"
"Royce O'Neale","SF","UTA                  UTA","23","2017","2019","3","$3,812,377","$1,270,792","$2,193,857","$3,711,220"
"Frank Jackson","PG","NOP                  NOP","18","2017","2019","3","$3,812,377","$1,270,792","$2,193,857","$3,711,220"
"Sterling Brown","SG","MIL                  MIL","21","2017","2019","3","$3,812,377","$1,270,792","$2,193,857","$3,711,220"
"Dwayne Bacon","SG","CHA                  CHA","21","2017","2019","3","$3,812,377","$1,270,792","$2,193,857","$3,711,220"
"Tyler Zeller","C","BKN                  BKN","26","2017","2018","2","$3,643,479","$1,821,740","$2,561,737","$2,561,737"
"Zaza Pachulia","C","GSW                  GSW","32","2017","2017","1","$3,477,600","$3,477,600","$3,477,600","$3,477,600"
"Shabazz Muhammad","SG","MIN                  MIN","24","2017","2018","2","$3,372,245","$1,686,123","$3,372,245","$3,372,245"
"Jeff Withey","C","DAL                  DAL","26","2017","2018","2","$3,372,245","$1,686,123","$3,372,245","$3,372,245"
"Antonius Cleveland","SG","ATL                  ATL","22","2017","2018","2","$3,330,394","$1,665,197","$1,511,874","$1,511,874"
"Rajon Rondo","PG","NOP                  NOP","30","2017","2017","1","$3,300,000","$3,300,000","$3,300,000","$3,300,000"
"Tarik Black","PF","HOU                  HOU","25","2017","2017","1","$3,290,000","$3,290,000","$3,290,000","$3,290,000"
"Anthony Tolliver","PF","DET                  DET","31","2017","2017","1","$3,290,000","$3,290,000","$3,290,000","$3,290,000"
"Tyreke Evans","SG","MEM                  MEM","27","2017","2017","1","$3,290,000","$3,290,000","$3,290,000","$3,290,000"
"Kyle Collinsworth","PG","DAL                  DAL","25","2017","2019","3","$3,287,066","$1,095,689","$1,668,546","$3,287,066"
"Tyler Ennis","PG","LAL                  LAL","22","2017","2018","2","$3,180,397","$1,590,199","$3,180,397","$3,180,397"
"Joffrey Lauvergne","PF","SAS                  SAS","25","2017","2018","2","$3,180,397","$1,590,199","$3,180,397","$3,180,397"
"Emeka Okafor","C","NOP                  NOP","34","2017","2018","2","$3,037,115","$1,518,558","$3,037,115","$3,037,115"
"C.J. Williams","SG","LAC                  LAC","26","2017","2019","3","$2,996,762","$998,921","$1,392,066","$3,010,586"
"Isaiah Taylor","PG","ATL                  ATL","22","2017","2018","2","$2,953,375","$1,476,688","$2,857,562","$2,857,562"
"Diamond Stone","C","CHI                  CHI","19","2017","2018","2","$2,857,562","$1,428,781","$2,857,562","$2,857,562"
"Quinn Cook","PG","ATL                  ATL","23","2017","2018","2","$2,857,562","$1,428,781","$2,857,562","$2,857,562"
"Wayne Selden","SG","MEM                  MEM","22","2017","2018","2","$2,857,562","$1,428,781","$2,159,279","$2,159,279"
"Michael Carter-Williams","PG","CHA                  CHA","25","2017","2017","1","$2,700,000","$2,700,000","$2,700,000","$2,700,000"
"Trey Burke","PG","NYK                  NYK","24","2017","2018","2","$2,579,175","$1,289,588","$1,494,053","$1,494,053"
"Kendrick Perkins","C","CLE                  CLE","32","2017","2018","2","$2,386,622","$1,193,311","$2,386,622","$2,386,622"
"DeAndre Liggins","SG","NOP                  NOP","28","2017","2018","2","$2,383,135","$1,191,568","$2,383,135","$2,383,135"
"Brandon Jennings","PG","MIL                  MIL","27","2017","2018","2","$2,353,714","$1,176,857","$2,353,714","$2,353,714"
"Dwight Buycks","PG","DET                  DET","27","2017","2018","2","$2,348,680","$1,174,340","$2,348,680","$2,348,680"
"Dwyane Wade","SG","CLE                  CLE","34","2017","2017","1","$2,328,652","$2,328,652","$828,842","$828,842"
"Martell Webster","SF","NOP                  NOP","30","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Kendrick Perkins","C","CLE                  CLE","32","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Beno Udrih","PG","DET                  DET","34","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Emeka Okafor","C","PHI                  PHI","34","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Joel Anthony","C","MIL                  MIL","34","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Kris Humphries","PF","PHI                  PHI","31","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Gerald Green","SG","MIL                  MIL","30","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Jason Terry","SG","MIL                  MIL","39","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Andrew Bogut","C","LAL                  LAL","32","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Tony Allen","SG","NOP                  NOP","34","2017","2017","1","$2,328,652","$2,328,652","$907,780","$907,780"
"Jarrett Jack","PG","NYK                  NYK","33","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Ramon Sessions","PG","NYK                  NYK","30","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Arron Afflalo","SG","ORL                  ORL","31","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Udonis Haslem","PF","MIA                  MIA","36","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Nick Collison","PF","OKC                  OKC","36","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Jeff Green","PF","CLE                  CLE","30","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Raymond Felton","PG","OKC                  OKC","32","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Jose Calderon","PG","CLE                  CLE","35","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"David West","PF","GSW                  GSW","36","2017","2017","1","$2,328,652","$2,328,652","$2,328,652","$2,328,652"
"Rade Zagorac","SF","MEM                  MEM","21","2017","2018","2","$2,328,242","$1,164,121","$2,328,242","$3,946,762"
"Alex Poythress","SF","IND                  IND","23","2017","2018","2","$2,323,619","$1,161,810","$2,323,619","$2,323,619"
"Richard Jefferson","SF","DEN                  DEN","36","2017","2017","1","$2,302,340","$2,302,340","$2,302,340","$2,302,340"
"Dante Cunningham","PF","NOP                  NOP","29","2017","2017","1","$2,300,000","$2,300,000","$818,644","$818,644"
"Jameer Nelson","PG","NOP                  NOP","34","2017","2017","1","$2,262,871","$2,262,871","$792,644","$792,644"
"Thomas Bryant","C","LAL                  LAL","19","2017","2018","2","$2,193,857","$1,096,929","$2,193,857","$2,193,857"
"Khem Birch","C","ORL                  ORL","24","2017","2018","2","$2,193,857","$1,096,929","$2,193,857","$2,193,857"
"Dakari Johnson","C","OKC                  OKC","21","2017","2018","2","$2,193,857","$1,096,929","$2,193,857","$2,193,857"
"Brandon Paul","SG","SAS                  SAS","25","2017","2018","2","$2,193,857","$1,096,929","$2,193,857","$2,193,857"
"Maxi Kleber","PF","DAL                  DAL","24","2017","2018","2","$2,193,857","$1,096,929","$2,193,857","$2,193,857"
"Jawun Evans","PG","LAC                  LAC","20","2017","2018","2","$2,193,857","$1,096,929","$2,193,857","$3,812,377"
"Alfonzo McKinnie","SF","TOR                  TOR","24","2017","2018","2","$2,193,857","$1,096,929","$2,193,857","$2,193,857"
"Jordan Bell","C","GSW                  GSW","21","2017","2018","2","$2,193,857","$1,096,929","$2,193,857","$2,193,857"
"Tyler Dorsey","SG","ATL                  ATL","20","2017","2018","2","$2,193,857","$1,096,929","$1,306,176","$1,306,176"
"Daniel Theis","C","BOS                  BOS","24","2017","2018","2","$2,193,857","$1,096,929","$2,193,857","$2,193,857"
"Cameron Oliver","PF","HOU                  HOU","20","2017","2018","2","$2,193,857","$1,096,929","$2,193,857","$2,193,857"
"Josh Smith","SF","NOP                  NOP","31","2017","2017","1","$2,170,777","$2,170,777","$2,170,777","$2,170,777"
"Aaron Brooks","PG","MIN                  MIN","31","2017","2017","1","$2,116,955","$2,116,955","$2,116,955","$2,116,955"
"Brandon Rush","SG","MIL                  MIL","31","2017","2017","1","$2,116,955","$2,116,955","$2,116,955","$2,116,955"
"Anthony Morrow","SG","POR                  POR","31","2017","2017","1","$2,116,955","$2,116,955","$2,116,955","$2,116,955"
"Michael Beasley","SF","NYK                  NYK","27","2017","2017","1","$2,116,955","$2,116,955","$2,116,955","$2,116,955"
"Marreese Speights","PF","ORL                  ORL","29","2017","2017","1","$2,116,955","$2,116,955","$2,116,955","$2,116,955"
"JaVale McGee","C","GSW                  GSW","28","2017","2017","1","$2,116,955","$2,116,955","$2,116,955","$2,116,955"
"Damien Wilkins","SG","IND                  IND","36","2017","2017","1","$2,116,955","$2,116,955","$2,116,955","$2,116,955"
"Luc Richard Mbah a Moute","PF","HOU                  HOU","30","2017","2017","1","$2,116,955","$2,116,955","$2,116,955","$2,116,955"
"Shawne Williams","SF","MIN                  MIN","30","2017","2017","1","$2,106,470","$2,106,470","$2,106,470","$2,106,470"
"Josh Childress","SF","DEN                  DEN","33","2017","2017","1","$2,106,470","$2,106,470","$2,106,470","$2,106,470"
"Derrick Rose","PG","CLE                  CLE","28","2017","2017","1","$2,106,470","$2,106,470","$749,761","$749,761"
"Mario Chalmers","PG","MEM                  MEM","30","2017","2017","1","$2,106,470","$2,106,470","$2,106,470","$2,106,470"
"Omri Casspi","SF","GSW                  GSW","28","2017","2017","1","$2,106,470","$2,106,470","$2,106,470","$2,106,470"
"Tyler Cavanaugh","PF","ATL                  ATL","22","2017","2018","2","$2,058,161","$1,029,081","$2,058,161","$2,058,161"
"Luke Babbitt","SF","ATL                  ATL","27","2017","2017","1","$1,974,159","$1,974,159","$702,667","$702,667"
"Jeremy Evans","SF","ATL                  ATL","29","2017","2017","1","$1,841,849","$1,841,849","$1,841,849","$1,841,849"
"Wade Baldwin","PG","POR                  POR","20","2017","2018","2","$1,774,843","$887,422","$779,790","$779,790"
"Troy Williams","SF","NYK                  NYK","22","2017","2018","2","$1,767,427","$883,714","$1,767,427","$1,767,427"
"Georgios Papagiannis","C","POR                  POR","19","2017","2018","2","$1,730,348","$865,174","$1,730,348","$1,730,348"
"Donald Sloan","PG","WAS                  WAS","28","2017","2017","1","$1,709,538","$1,709,538","$1,709,538","$1,709,538"
"Mike Scott","PF","WAS                  WAS","28","2017","2017","1","$1,709,538","$1,709,538","$1,709,538","$1,709,538"
"MarShon Brooks","SG","MEM                  MEM","27","2017","2018","2","$1,707,763","$853,882","$959,247","$959,247"
"Tim Quarterman","PG","HOU                  HOU","22","2017","2018","2","$1,641,357","$820,679","$1,641,357","$1,641,357"
"David Stockton","PG","UTA                  UTA","25","2017","2018","2","$1,589,446","$794,723","$1,589,446","$1,589,446"
"Okaro White","PF","CLE                  CLE","24","2017","2018","2","$1,582,030","$791,015","$1,582,030","$1,582,030"
"Trey Burke","PG","NYK                  NYK","24","2017","2017","1","$1,577,230","$1,577,230","$1,577,230","$1,577,230"
"DeAndre Liggins","SG","MIA                  MIA","28","2017","2017","1","$1,577,230","$1,577,230","$1,577,230","$1,577,230"
"John Jenkins","SG","ATL                  ATL","25","2017","2017","1","$1,577,230","$1,577,230","$1,577,230","$1,577,230"
"Isaiah Canaan","PG","OKC                  OKC","25","2017","2017","1","$1,577,230","$1,577,230","$1,577,230","$1,577,230"
"Anthony Bennett","PF","PHX                  PHX","23","2017","2017","1","$1,577,230","$1,577,230","$1,577,230","$1,577,230"
"Christapher Johnson","SF","HOU                  HOU","26","2017","2017","1","$1,577,230","$1,577,230","$1,577,230","$1,577,230"
"Archie Goodwin","SG","POR                  POR","22","2017","2017","1","$1,577,230","$1,577,230","$1,577,230","$1,577,230"
"Willie Reed","C","LAC                  LAC","26","2017","2017","1","$1,577,230","$1,577,230","$579,209","$579,209"
"Ian Clark","SG","NOP                  NOP","25","2017","2017","1","$1,577,230","$1,577,230","$1,577,230","$1,577,230"
"Quinn Cook","PG","GSW                  GSW","23","2017","2018","2","$1,559,783","$779,892","$1,559,783","$1,559,783"
"Jarell Eddie","SF","CHI                  CHI","25","2017","2017","1","$1,524,305","$1,524,305","$1,524,305","$1,524,305"
"Kendall Marshall","PG","MIL                  MIL","25","2017","2017","1","$1,524,305","$1,524,305","$1,524,305","$1,524,305"
"Perry Jones III","SF","BOS                  BOS","25","2017","2017","1","$1,524,305","$1,524,305","$1,524,305","$1,524,305"
"Damjan Rudez","SF","ORL                  ORL","30","2017","2017","1","$1,524,305","$1,524,305","$1,524,305","$1,524,305"
"James Young","SG","MIL                  MIL","21","2017","2017","1","$1,524,305","$1,524,305","$1,524,305","$1,524,305"
"Julyan Stone","PG","CHA                  CHA","28","2017","2018","2","$1,524,305","$762,153","$3,180,397","$3,180,397"
"K.J. McDaniels","SG","TOR                  TOR","23","2017","2017","1","$1,524,305","$1,524,305","$1,524,305","$1,524,305"
"Shane Larkin","PG","BOS                  BOS","24","2017","2017","1","$1,524,305","$1,524,305","$1,524,305","$1,524,305"
"Bobby Brown","PG","HOU                  HOU","32","2017","2017","1","$1,524,305","$1,524,305","$1,524,305","$1,524,305"
