"Player","Pos","Team                     Signed With","Age                     At Signing","Start","End","Yrs","Value","AAV","2-Year Cash","3-Year Cash"
"Glen Davis","PF","BOS                  BOS","24","2011","2014","4","$25,700,000","$6,425,000","$11,470,732","$17,870,732"
"Rodney Stuckey","PG","DET                  DET","24","2011","2013","3","$25,500,000","$8,500,000","$15,341,463","$23,841,463"
"Jason Richardson","SG","ORL                  ORL","29","2011","2014","4","$24,000,000","$6,000,000","$10,141,942","$16,346,192"
"Caron Butler","SF","LAC                  LAC","30","2011","2013","3","$24,000,000","$8,000,000","$14,439,024","$22,439,024"
"Kyrie Irving","PG","CLE                  CLE","18","2011","2014","4","$23,198,010","$5,799,503","$9,516,278","$15,123,518"
"Chuck Hayes","PF","SAC                  SAC","27","2011","2014","4","$22,417,500","$5,604,375","$9,711,860","$15,434,360"
"Jared Dudley","SF","PHX                  PHX","25","2011","2015","5","$21,250,000","$4,250,000","$7,670,732","$11,920,732"
"David West","PF","IND                  IND","30","2011","2012","2","$20,000,000","$10,000,000","$18,048,780","$18,048,780"
"Luc Richard Mbah a Moute","PF","MIL                  MIL","24","2011","2014","4","$18,765,152","$4,691,288","$9,754,759","$13,916,662"
"Enes Freedom","C","UTA                  UTA","18","2011","2014","4","$18,652,514","$4,663,129","$7,895,643","$12,400,923"
"Jose Barea","PG","MIN                  MIN","26","2011","2014","4","$18,000,000","$4,500,000","$7,954,476","$12,641,476"
"Jonas Jerebko","PF","DET                  DET","23","2011","2014","4","$18,000,000","$4,500,000","$8,121,951","$12,621,951"
"Tristan Thompson","C","CLE                  CLE","19","2011","2014","4","$16,821,270","$4,205,318","$6,893,699","$10,955,699"
"Travis Outlaw","SF","NJN                  NJN","26","2011","2014","4","$16,000,000","$4,000,000","$8,000,000","$12,000,000"
"Ricky Rubio","PG","MIN                  MIN","20","2011","2014","4","$15,345,456","$3,836,364","$6,327,571","$10,005,929"
"Derrick Williams","PF","MIN                  MIN","19","2011","2014","3","$14,429,520","$4,809,840","$8,514,468","$13,531,428"
"Samuel Dalembert","C","HOU                  HOU","25","2011","2012","2","$13,698,565","$6,849,283","$12,332,711","$12,332,711"
"Bismack Biyombo","C","CHA                  CHA","18","2011","2014","4","$12,645,278","$3,161,320","$5,176,001","$8,225,921"
"Chauncey Billups","PG","NYK                  NYK","34","2011","2011","1","$12,200,000","$12,200,000","$12,200,000","$12,200,000"
"Travis Outlaw","SF","SAC                  SAC","26","2011","2014","4","$12,000,000","$3,000,000","$5,414,634","$8,414,634"
"Mario Chalmers","PG","MIA                  MIA","24","2011","2013","3","$12,000,000","$4,000,000","$7,219,512","$11,219,512"
"Brandon Knight","PG","DET                  DET","19","2011","2014","4","$11,589,837","$2,897,459","$4,741,800","$7,535,760"
"Nick Collison","PF","OKC                  OKC","30","2011","2014","4","$11,030,000","$2,757,500","$5,563,695","$8,149,363"
"Mehmet Okur","C","POR                  POR","","2011","2011","1","$10,890,000","$10,890,000","",""
"Kemba Walker","PG","CHA                  CHA","20","2011","2014","4","$10,659,171","$2,664,793","$4,358,950","$6,927,310"
"Richard Hamilton","SG","CHI                  CHI","32","2011","2013","2","$10,000,000","$5,000,000","$9,024,390","$9,024,390"
"Klay Thompson","SG","GSW                  GSW","20","2011","2014","4","$9,742,480","$2,435,620","$3,933,749","$6,251,669"
"Jan Vesely","SF","WAS                  WAS","20","2011","2013","3","$9,608,880","$3,202,960","$5,669,903","$9,010,823"
"Shane Battier","SF","MIA                  MIA","32","2011","2013","3","$9,405,000","$3,135,000","$5,549,634","$8,819,634"
"Alec Burks","SG","UTA                  UTA","19","2011","2014","4","$9,367,716","$2,341,929","$3,737,175","$5,939,175"
"Vince Carter","SG","DAL                  DAL","33","2011","2013","3","$9,270,000","$3,090,000","$5,504,634","$8,684,634"
"Markieff Morris","PF","PHX                  PHX","21","2011","2014","4","$9,005,799","$2,251,450","$3,550,250","$5,642,090"
"Carl Landry","PF","NOH                  NOH","27","2011","2011","1","$9,000,000","$9,000,000","$9,000,000","$9,000,000"
"Jeff Green","PF","BOS                  BOS","24","2011","2011","1","$9,000,000","$9,000,000","",""
"Marcus Morris Sr.","SF","HOU                  HOU","21","2011","2014","4","$8,659,181","$2,164,795","$3,372,878","$5,360,198"
"Kawhi Leonard","SF","SAS                  SAS","19","2011","2014","4","$8,323,699","$2,080,925","$3,203,857","$5,091,697"
"Kris Humphries","PF","NJN                  NJN","25","2011","2011","1","$8,000,000","$8,000,000","$8,000,000","$8,000,000"
"Nikola Vucevic","C","PHI                  PHI","20","2011","2014","4","$7,909,700","$1,977,425","$3,043,859","$4,837,379"
"Iman Shumpert","SG","NYK                  NYK","20","2011","2014","4","$7,517,295","$1,879,324","$2,891,561","$4,595,321"
"Jason Smith","PF","NOH                  NOH","24","2011","2013","3","$7,500,000","$2,500,000","$4,512,195","$7,012,195"
"Mike Dunleavy","SF","MIL                  MIL","30","2011","2012","2","$7,500,000","$3,750,000","$6,768,293","$6,768,293"
"Jimmer Fredette","PG","SAC                  SAC","21","2011","2013","3","$7,017,240","$2,339,080","$4,140,647","$6,580,487"
"Tobias Harris","PF","MIL                  MIL","18","2011","2014","4","$6,826,594","$1,706,649","$2,623,446","$4,169,286"
"Kwame Brown","C","GSW                  GSW","28","2011","2011","1","$6,750,000","$6,750,000","$5,432,927","$5,432,927"
"Grant Hill","SF","PHX                  PHX","38","2011","2011","1","$6,500,000","$6,500,000","$5,231,707","$5,231,707"
"Daequan Cook","SG","OKC                  OKC","23","2011","2012","2","$6,432,500","$3,216,250","$2,689,547","$2,689,547"
"Dante Cunningham","PF","MEM                  MEM","23","2011","2013","3","$6,270,000","$2,090,000","$3,699,756","$5,879,756"
"Kenneth Faried","PF","DEN                  DEN","21","2011","2014","4","$6,183,368","$1,545,842","$2,321,137","$3,688,777"
"Josh McRoberts","PF","LAL                  LAL","23","2011","2012","2","$6,135,000","$3,067,500","$5,549,634","$5,549,634"
"Reggie Jackson","PG","OKC                  OKC","20","2011","2014","4","$5,829,450","$1,457,363","$2,139,097","$3,399,457"
"Jimmy Butler","SF","CHI                  CHI","21","2011","2014","4","$5,209,508","$1,302,377","$1,888,668","$3,001,548"
"Cory Joseph","PG","SAS                  SAS","19","2011","2014","4","$5,161,601","$1,290,400","$1,833,479","$2,954,399"
"Reggie Williams","SF","CHA                  CHA","24","2011","2012","2","$5,112,500","$2,556,250","$4,624,695","$4,624,695"
"Jamal Crawford","SG","POR                  POR","30","2011","2011","2","$5,000,000","$2,500,000","$9,249,390","$9,249,390"
"Chris Singleton","SF","WAS                  WAS","21","2011","2013","3","$4,655,520","$1,551,840","$2,747,084","$4,365,764"
"Gustavo Ayon","PF","NOH                  NOH","25","2011","2013","3","$4,500,000","$1,500,000","$2,761,646","$4,261,646"
"James Jones","SG","MIA                  MIA","30","2011","2013","3","$4,500,000","$1,500,000","$2,707,317","$4,207,317"
"Spencer Hawes","PF","PHI                  PHI","22","2011","2011","1","$4,051,023","$4,051,023","$3,260,579","$3,260,579"
"Earl Watson","PG","UTA                  UTA","31","2011","2012","2","$4,000,000","$2,000,000","$3,609,756","$3,609,756"
"Nazr Mohammed","C","OKC                  OKC","33","2011","2011","1","$3,750,000","$3,750,000","$3,018,293","$3,018,293"
"Nick Young","SG","PHI                  PHI","25","2011","2011","1","$3,695,857","$3,695,857","$2,974,714","$2,974,714"
"Shannon Brown","PG","PHX                  PHX","25","2011","2011","1","$3,500,000","$3,500,000","$2,817,073","$2,817,073"
"MarShon Brooks","SG","NJN                  NJN","21","2011","2013","3","$3,433,985","$1,144,662","",""
"Jordan Hamilton","SF","DEN                  DEN","20","2011","2013","3","$3,364,680","$1,121,560","$1,985,380","$3,155,260"
"Norris Cole","PG","MIA                  MIA","22","2011","2014","3","$3,247,680","$1,082,560","$1,916,341","$3,045,541"
"Sebastian Telfair","PG","PHX                  PHX","25","2011","2012","2","$3,067,500","$1,533,750","$2,774,817","$2,774,817"
"Shawne Williams","SF","NJN                  NJN","24","2011","2011","1","$3,000,000","$3,000,000","$6,158,000","$6,158,000"
"Gary Forbes","SF","TOR                  TOR","25","2011","2012","2","$3,000,000","$1,500,000","$2,707,317","$2,707,317"
"Jeff Ayres","PF","IND                  IND","23","2011","2012","2","$3,000,000","$1,500,000","$2,707,317","$2,707,317"
"Chris Wilcox","PF","BOS                  BOS","28","2011","2011","1","$3,000,000","$3,000,000","$2,414,634","$2,414,634"
"Jeff Foster","C","IND                  IND","","2011","2011","1","$3,000,000","$3,000,000","$2,414,634","$2,414,634"
"Kurt Thomas","PF","POR                  POR","38","2011","2012","2","$2,704,362","$1,352,181","$1,088,341","$1,088,341"
"Nolan Smith","PG","POR                  POR","22","2011","2012","2","$2,672,640","$1,336,320","$1,051,911","$1,051,911"
"Jamaal Tinsley","PG","UTA                  UTA","32","2011","2012","2","$2,581,436","$1,290,718","$2,341,581","$2,341,581"
"Kenyon Martin","PF","LAC                  LAC","33","2011","2011","1","$2,500,000","$2,500,000","$2,012,195","$2,012,195"
"DeShawn Stevenson","SF","NJN                  NJN","29","2011","2011","1","$2,500,000","$2,500,000","$2,500,000","$2,500,000"
"Aaron Gray","C","TOR                  TOR","26","2011","2011","1","$2,500,000","$2,500,000","$2,012,195","$2,012,195"
"Chandler Parsons","SF","HOU                  HOU","22","2011","2013","3","$2,498,896","$832,965","$1,572,396","$2,498,896"
"Tyler Honeycutt","SF","SAC                  SAC","20","2011","2012","3","$2,469,168","$823,056","$623,780","$623,780"
"Earl Clark","SF","ORL                  ORL","22","2011","2012","2","$2,400,000","$1,200,000","$2,173,659","$2,173,659"
"Rasual Butler","SF","LAC                  LAC","31","2011","2011","1","$2,400,000","$2,400,000","$2,400,000","$2,400,000"
"J.R. Smith","SG","NYK                  NYK","25","2011","2011","1","$2,382,353","$2,382,353","$4,317,504","$4,317,504"
"Derek Fisher","PG","OKC                  OKC","36","2011","2011","1","$2,329,545","$2,329,545","$2,329,545","$2,329,545"
"Jeremy Tyler","PF","GSW                  GSW","19","2011","2013","3","$2,296,488","$765,496","$1,285,366","$1,385,366"
"Anthony Parker","SG","CLE                  CLE","35","2011","2011","1","$2,250,000","$2,250,000","$1,810,976","$1,810,976"
"Josh Howard","SF","UTA                  UTA","30","2011","2011","1","$2,150,000","$2,150,000","$2,038,724","$2,038,724"
"Malcolm Lee","SG","MIN                  MIN","20","2011","2013","3","$2,146,488","$715,496","$402,439","$402,439"
"Ryan Reid","SF","OKC                  OKC","","2011","2013","3","$2,121,488","$707,163","",""
"Greg Smith","C","HOU                  HOU","19","2011","2011","3","$2,120,092","$706,697","$1,235,799","$2,120,092"
"Greg Smith","C","HOU                  HOU","19","2011","2013","3","$2,120,092","$706,697","$1,235,799","$2,120,092"
"Isaiah Thomas","PG","SAC                  SAC","21","2011","2013","3","$2,120,092","$706,697","$1,143,388","$2,027,681"
"Trey Thompkins","PF","LAC                  LAC","20","2011","2013","3","$2,120,092","$706,697","$381,193","$381,193"
"Travis Leslie","SG","LAC                  LAC","20","2011","2013","3","$2,120,092","$706,697","$381,193","$381,193"
"Chauncey Billups","PG","LAC                  LAC","34","2011","2011","1","$2,000,000","$2,000,000","$1,609,756","$1,609,756"
"Jermey Pargo","PG","MEM                  MEM","24","2011","2012","2","$2,000,000","$1,000,000","$804,878","$804,878"
"Brandan Wright","PF","DAL                  DAL","23","2011","2012","2","$1,908,532","$954,266","$1,729,829","$1,729,829"
"Sean Williams","PF","DAL                  DAL","24","2011","2012","2","$1,800,972","$900,486","",""
"DaJuan Summers","PF","NOH                  NOH","22","2011","2011","2","$1,739,509","$869,755","",""
"Trey Johnson","SF","NOH                  NOH","26","2011","2012","2","$1,739,509","$869,755","",""
"Jeff Adrien","SF","HOU                  HOU","24","2011","2012","2","$1,616,584","$808,292","$1,616,584","$1,616,584"
"Greg Oden","C","POR                  POR","22","2011","2011","1","$1,500,000","$1,500,000","$1,207,317","$1,207,317"
"DeMarre Carroll","SF","UTA                  UTA","24","2011","2012","2","$1,422,558","$711,279","$1,317,692","$1,317,692"
"Brian Cardinal","PF","DAL                  DAL","","2011","2011","1","$1,400,000","$1,400,000","",""
"Jamaal Magloire","C","TOR                  TOR","","2011","2011","1","$1,352,181","$1,352,181","$1,066,609","$1,066,609"
"Willie Green","SF","NOH                  NOH","29","2011","2011","1","$1,352,181","$1,352,181","$1,088,341","$1,088,341"
"Baron Davis","PG","NYK                  NYK","31","2011","2011","1","$1,352,181","$1,352,181","$1,088,341","$1,088,341"
"Brian Scalabrine","PF","CHI                  CHI","32","2011","2011","1","$1,352,181","$1,352,181","$1,088,341","$1,088,341"
"Jerry Stackhouse","SF","ATL                  ATL","36","2011","2011","1","$1,352,181","$1,352,181","$1,088,341","$1,088,341"
"Mike Bibby","PG","NYK                  NYK","","2011","2011","1","$1,352,181","$1,352,181","$1,352,181","$1,352,181"
"Jason Collins","C","ATL                  ATL","23","2011","2011","1","$1,352,181","$1,352,181","$1,088,341","$1,088,341"
"Juwan Howard","PF","MIA                  MIA","37","2011","2011","1","$1,352,181","$1,352,181","$1,088,341","$1,088,341"
"Vladimir Radmanovic","SF","ATL                  ATL","30","2011","2011","1","$1,352,181","$1,352,181","",""
"Tracy McGrady","SG","ATL                  ATL","31","2011","2011","1","$1,352,181","$1,352,181","$1,088,341","$1,088,341"
"Tony Battie","PF","PHI                  PHI","","2011","2011","1","$1,352,181","$1,352,181","$1,088,341","$1,088,341"
"Troy Murphy","PF","LAL                  LAL","30","2011","2011","1","$1,352,181","$1,352,181","",""
"Josh Selby","PG","MEM                  MEM","19","2011","2013","2","$1,312,195","$656,098","$442,683","$442,683"
"Michael Redd","SG","PHX                  PHX","31","2011","2011","1","$1,308,506","$1,308,506","$1,308,562","$1,308,562"
"Hamed Haddadi","C","MEM                  MEM","25","2011","2011","1","$1,300,000","$1,300,000","$1,046,341","$1,046,341"
"Julyan Stone","PG","DEN                  DEN","22","2011","2012","2","$1,235,799","$617,900","$1,143,388","$1,143,388"
"E'Twaun Moore","SG","BOS                  BOS","21","2011","2011","2","$1,235,799","$617,900","$1,143,388","$1,143,388"
"Shelvin Mack","PG","WAS                  WAS","20","2011","2011","2","$1,235,799","$617,900","$1,143,388","$1,143,388"
"Jon Leuer","PF","MIL                  MIL","21","2011","2012","2","$1,235,799","$617,900","$1,143,388","$1,143,388"
"Andrew Goudelock","PG","LAL                  LAL","22","2011","2011","2","$1,235,799","$617,900","$381,193","$381,193"
"Charles Jenkins","PG","GSW                  GSW","21","2011","2012","2","$1,235,799","$617,900","$1,143,388","$1,143,388"
"Justin Harper","SF","ORL                  ORL","21","2011","2011","2","$1,235,799","$617,900","$381,193","$381,193"
"Jared Jeffries","PF","NYK                  NYK","29","2011","2011","1","$1,229,255","$1,229,255","$989,400","$989,400"
"Mike James","PG","CHI                  CHI","35","2011","2011","1","$1,229,255","$1,229,255","",""
"Reggie Evans","PF","LAC                  LAC","30","2011","2011","1","$1,229,255","$1,229,255","$989,400","$989,400"
"Rasual Butler","SF","TOR                  TOR","31","2011","2011","1","$1,229,255","$1,229,255","$1,229,255","$1,229,255"
"Eddy Curry","C","MIA                  MIA","","2011","2011","1","$1,229,255","$1,229,255","$989,400","$989,400"
"Maurice Evans","SG","WAS                  WAS","","2011","2011","1","$1,223,166","$1,223,166","$984,499","$984,499"
"Mickael Pietrus","SF","BOS                  BOS","28","2011","2011","1","$1,223,166","$1,223,166","",""
"Jannero Pargo","PG","ATL                  ATL","31","2011","2011","1","$1,223,166","$1,223,166","$1,223,166","$1,223,166"
"Sasha Pavlovic","SG","BOS                  BOS","27","2011","2011","1","$1,223,166","$1,223,166","",""
"Marquis Daniels","SF","BOS                  BOS","29","2011","2011","1","$1,223,166","$1,223,166","",""
"Jason Kapono","SF","LAL                  LAL","29","2011","2011","1","$1,200,000","$1,200,000","",""
"T.J. Ford","PG","SAS                  SAS","","2011","2011","1","$1,146,337","$1,146,337","$922,661","$922,661"
"Delonte West","PG","DAL                  DAL","","2011","2011","1","$1,146,337","$1,146,337","$922,661","$922,661"
"Damien Wilkins","SG","DET                  DET","30","2011","2011","1","$1,146,337","$1,146,337","$922,661","$922,661"
"John Lucas III","PG","CHI                  CHI","28","2011","2011","2","$1,081,983","$540,992","$903,280","$903,280"
"Jamorio Moon","PF","CHA                  CHA","30","2011","2012","2","$1,069,962","$534,981","$77,282","$77,282"
"Ronnie Price","PG","PHX                  PHX","27","2011","2011","1","$1,069,509","$1,069,509","$860,824","$860,824"
"Nate Robinson","PG","GSW                  GSW","26","2011","2011","1","$1,069,509","$1,069,509","$791,403","$791,403"
"JaJuan Johnson","PF","BOS                  BOS","21","2011","2014","1","$1,042,320","$1,042,320","$838,940","$838,940"
"Ike Diogu","PF","SAS                  SAS","27","2011","2011","1","$992,680","$992,680","",""
"Steve Novak","SF","SAS                  SAS","27","2011","2011","1","$992,680","$992,680","$798,986","$798,986"
"Craig Smith","PF","LAC                  LAC","","2011","2011","1","$992,680","$992,680","$798,986","$798,986"
"Solomon Jones","PF","LAC                  LAC","26","2011","2011","1","$992,680","$992,680","",""
"Shelden Williams","C","NJN                  NJN","","2011","2011","1","$992,680","$992,680","$992,680","$992,680"
"Von Wafer","PG","ORL                  ORL","","2011","2013","1","$992,680","$992,680","$798,986","$798,986"
"Danny Green","SF","SAS                  SAS","23","2011","2011","1","$984,411","$984,411","$817,701","$3,513,092"
"Larry Owens","PF","WAS                  WAS","","2011","2011","1","$963,872","$963,872","",""
"Sean Williams","PF","BOS                  BOS","24","2011","2011","2","$956,069","$478,035","",""
"Dominic McGuire","SF","CHA                  CHA","25","2011","2011","1","$915,852","$915,852","$915,852","$915,852"
"Francisco Elson","C","PHI                  PHI","","2011","2011","1","$897,646","$897,646","",""
"Josh Davis","PF","MEM                  MEM","","2011","2011","1","$854,389","$854,389","",""
"DeMarre Carroll","SF","DEN                  DEN","24","2011","2011","1","$854,389","$854,389","$687,679","$687,679"
"Derrick Brown","PG","CHA                  CHA","23","2011","2011","1","$854,389","$854,389","$687,679","$687,679"
"Keith Bogans","SF","CHI                  CHI","30","2011","2011","1","$848,325","$848,325","$848,325","$848,325"
"Magnum Rolle","C","ATL                  ATL","24","2011","2012","2","$797,230","$398,615","",""
"D.J. Kennedy","SG","CLE                  CLE","21","2011","2012","2","$780,640","$390,320","$18,445","$18,445"
"Yi Jianlian","PF","DAL                  DAL","23","2011","2011","1","$771,706","$771,706","",""
"Chris Johnson","PF","POR                  POR","25","2011","2011","1","$762,195","$762,195","$762,195","$762,195"
"Larry Owens","PF","NJN                  NJN","","2011","2011","1","$762,195","$762,195","",""
"Greg Stiemsma","C","BOS                  BOS","25","2011","2011","1","$762,195","$762,195","$613,474","$613,474"
"Darington Hobson","SG","MIL                  MIL","","2011","2011","1","$762,195","$762,195","$762,195","$762,195"
"Joel Przybilla","C","POR                  POR","31","2011","2011","1","$655,616","$655,616","$655,616","$655,616"
"Mike James","PG","CHI                  CHI","35","2011","2011","1","$574,517","$574,517","",""
"Ishmael Smith","PG","ORL                  ORL","22","2011","2011","1","$522,472","$522,472","$522,472","$522,472"
"Ron Howard","SG","MIL                  MIL","28","2011","2011","1","$473,604","$473,604","",""
"Luke Zeller","C","SAS                  SAS","23","2011","2011","1","$473,604","$473,604","",""
"Cory Higgins","SG","DEN                  DEN","21","2011","2011","1","$473,604","$473,604","$381,193","$381,193"
"Chris Wright","SF","GSW                  GSW","22","2011","2011","1","$473,604","$473,604","$381,193","$381,193"
"Terrel Harris","SG","MIA                  MIA","23","2011","2011","1","$473,604","$473,604","$381,193","$381,193"
"Vernon Macklin","C","DET                  DET","24","2011","2011","1","$473,604","$473,604","",""
"Courtney Fortson","SG","LAC                  LAC","22","2011","2011","1","$473,604","$473,604","",""
"Mickell Gladness","PF","MIA                  MIA","24","2011","2011","1","$473,604","$473,604","",""
"LaVoy Allen","PF","PHI                  PHI","21","2011","2011","1","$473,604","$473,604","$1,343,388","$1,343,388"
"Josh Harrellson","PF","NYK                  NYK","21","2011","2012","1","$473,604","$473,604","$381,193","$381,193"
"Carldell Johnson","SG","NOH                  NOH","","2011","2011","1","$473,604","$473,604","",""
"Donald Sloan","PG","ATL                  ATL","22","2011","2011","1","$473,604","$473,604","$473,604","$473,604"
"Ivan Johnson","PF","ATL                  ATL","26","2011","2011","1","$473,604","$473,604","$381,193","$381,193"
"Darius Morris","PG","LAL                  LAL","19","2011","2011","1","$473,604","$473,604","$1,343,388","$1,343,388"
"Jordan Williams","PF","NJN                  NJN","","2011","2011","1","$473,604","$473,604","$473,604","$473,604"
"DeAndre Liggins","SG","ORL                  ORL","22","2011","2011","1","$473,604","$473,604","$381,193","$381,193"
"Jerome Jordan","C","NYK                  NYK","24","2011","2011","1","$473,604","$473,604","$1,143,388","$1,143,388"
"Kyrylo Fesenko","C","IND                  IND","24","2011","2011","1","$435,000","$435,000","$435,000","$435,000"
"Andre Emmett","SG","NJN                  NJN","","2011","2011","1","$415,742","$415,742","$415,742","$415,742"
"Larry Hughes","PG","ORL                  ORL","","2011","2011","1","$414,443","$414,443","$414,443","$414,443"
"Gilbert Arenas","SG","MEM                  MEM","28","2011","2011","1","$414,378","$414,378","$414,378","$414,378"
"Carlos Arroyo","PG","BOS                  BOS","31","2011","2011","1","$412,854","$412,854","$412,854","$412,854"
"Malcolm Thomas","PF","SAS                  SAS","22","2011","2011","1","$387,494","$387,494","$387,494","$387,494"
"Walker Russell Jr","PG","DET                  DET","28","2011","2011","1","$374,300","$374,300","",""
"Bobby Simmons","SF","LAC                  LAC","","2011","2011","1","$370,759","$370,759","$370,759","$370,759"
"Erick Dampier","C","ATL                  ATL","","2011","2011","1","$349,976","$349,976","$349,976","$349,976"
"Boris Diaw","C","SAS                  SAS","28","2011","2011","1","$345,248","$345,248","$345,248","$345,248"
"Ronny Turiaf","C","MIA                  MIA","27","2011","2011","1","$340,305","$340,305","$340,305","$340,305"
"Gerald Green","SG","NJN                  NJN","24","2011","2011","1","$277,540","$277,540","$277,540","$277,540"
"Kelenna Azubuike","SF","DAL                  DAL","27","2011","2011","1","$270,738","$270,738","$270,738","$270,738"
"Jeff Adrien","SF","HOU                  HOU","24","2011","2011","1","$270,427","$270,427","$270,427","$270,427"
"Patty Mills","PG","SAS                  SAS","22","2011","2011","1","$261,829","$261,829","$261,829","$261,829"
"Ryan Hollins","C","BOS                  BOS","26","2011","2011","1","$248,048","$248,048","$248,048","$248,048"
"Earl Barron","PF","GSW                  GSW","29","2011","2011","1","$224,252","$224,252","$224,252","$224,252"
"Mike James","PG","CHI                  CHI","35","2011","2011","1","$204,875","$204,875","",""
"Manny Harris","SG","CLE                  CLE","21","2011","2011","1","$202,842","$202,842","",""
"Terrence Williams","SG","SAC                  SAC","23","2011","2011","1","$186,036","$186,036","$186,036","$186,036"
"Carldell Johnson","SG","NOH                  NOH","","2011","2011","1","$179,395","$179,395","$179,395","$179,395"
"Mickell Gladness","PF","MIA                  MIA","24","2011","2011","24","$177,224","$7,384","",""
"Lance Thomas","SF","NOH                  NOH","22","2011","2011","24","$172,224","$7,176","$172,224","$172,224"
"Mike James","PG","CHI                  CHI","35","2011","2011","10","$167,625","$16,763","",""
"Earl Boykins","PG","HOU                  HOU","34","2011","2011","1","$130,856","$130,856","$130,856","$130,856"
"Mikki Moore","PF","GSW                  GSW","","2011","2011","1","$119,952","$119,952","$119,952","$119,952"
"Courtney Fortson","SG","HOU                  HOU","22","2011","2011","1","$118,401","$118,401","$118,401","$118,401"
"Earl Boykins","PG","HOU                  HOU","34","2011","2011","10","$109,047","$10,905","$109,047","$109,047"
"Earl Boykins","PG","HOU                  HOU","34","2011","2011","10","$109,047","$10,905","$109,047","$109,047"
"Bobby Simmons","SF","LAC                  LAC","","2011","2011","10","$109,047","$10,905","$109,047","$109,047"
"Bobby Simmons","SF","LAC                  LAC","","2011","2011","10","$102,440","$10,244","$109,047","$109,047"
"Mickell Gladness","PF","GSW                  GSW","24","2011","2011","1","$99,304","$99,304","$99,304","$99,304"
"Francisco Elson","C","PHI                  PHI","","2011","2011","10","$98,642","$9,864","$98,642","$98,642"
"Francisco Elson","C","PHI                  PHI","","2011","2011","10","$98,642","$9,864","$98,642","$98,642"
"Gerald Green","SG","NJN                  NJN","24","2011","2011","10","$97,139","$9,714","$97,139","$97,139"
"Malcolm Thomas","PF","SAS                  SAS","22","2011","2011","10","$93,937","$9,394","$93,937","$93,937"
"Solomon Jones","PF","NOH                  NOH","26","2011","2011","10","$90,246","$9,025","",""
"James Singleton","SF","WAS                  WAS","","2011","2011","1","$82,683","$82,683","$82,683","$82,683"
"Erick Dampier","C","ATL                  ATL","","2011","2011","10","$79,540","$7,954","$79,540","$79,540"
"Erick Dampier","C","ATL                  ATL","","2011","2011","10","$79,540","$7,954","$79,540","$79,540"
"Terrence Williams","SG","SAC                  SAC","23","2011","2011","10","$77,670","$7,767","$68,902","$68,902"
"Keith Bogans","SF","NJN                  NJN","30","2011","2011","1","$77,120","$77,120","$77,120","$77,120"
"Alan Anderson","SG","TOR                  TOR","28","2011","2011","1","$75,793","$75,793","$75,793","$75,793"
"Solomon Jones","PF","LAC                  LAC","26","2011","2011","10","$75,205","$7,521","",""
