"Player","Pos","Team                     Signed With","Age                     At Signing","Start","End","Yrs","Value","AAV","2-Year Cash","3-Year Cash"
"Robert Williams III","C","BOS                  BOS","23","2022","2025","4","$48,000,000","$12,000,000","$22,285,716","$34,714,287"
"Chet Holmgren","C","OKC                  OKC","20","2022","2025","4","$44,889,248","$11,222,312","$20,277,240","$31,157,880"
"Landry Shamet","SG","PHX                  PHX","24","2022","2025","4","$42,500,000","$10,625,000","$19,750,000","$30,750,000"
"Jabari Smith Jr.","PF","HOU                  HOU","19","2022","2025","4","$40,330,432","$10,082,608","$18,209,160","$27,980,040"
"Marvin Bagley III","PF","DET                  DET","23","2022","2024","3","$37,500,000","$12,500,000","$19,109,195","$23,850,574"
"Keegan Murray","PF","SAC                  SAC","21","2022","2025","4","$36,371,093","$9,092,773","$16,417,440","$25,227,000"
"Chris Boucher","PF","TOR                  TOR","29","2022","2024","3","$35,250,000","$11,750,000","$24,440,000","$35,250,000"
"P.J. Tucker","PF","PHI                  PHI","37","2022","2024","3","$33,043,500","$11,014,500","$21,061,388","$25,769,831"
"Jaden Ivey","SG","DET                  DET","20","2022","2025","4","$32,951,083","$8,237,771","$14,866,680","$22,843,920"
"Ivica Zubac","C","LAC                  LAC","25","2022","2024","3","$32,800,000","$10,933,333","$21,056,790","$32,800,000"
"Cody Martin","SF","CHA                  CHA","26","2022","2025","4","$31,360,000","$7,840,000","$14,560,000","$17,640,000"
"Jonas Valanciunas","C","NOP                  NOP","29","2022","2023","2","$30,135,000","$15,067,500","$30,135,000","$30,135,000"
"Bennedict Mathurin","SG","IND                  IND","20","2022","2025","4","$29,936,173","$7,484,043","$13,502,880","$20,748,600"
"Tyus Jones","PG","MEM                  MEM","26","2022","2023","2","$29,000,000","$14,500,000","$29,000,000","$29,000,000"
"Shaedon Sharpe","SG","POR                  POR","19","2022","2025","4","$27,340,903","$6,835,226","$12,326,760","$18,940,920"
"Gary Payton II","PG","POR                  POR","29","2022","2024","3","$26,145,000","$8,715,000","$11,529,368","$20,659,368"
"Gary Harris","SG","ORL                  ORL","27","2022","2023","2","$26,000,000","$13,000,000","$26,000,000","$26,000,000"
"Dyson Daniels","PG","NOP                  NOP","19","2022","2025","4","$25,059,949","$6,264,987","$11,292,720","$17,352,240"
"Robert Covington","PF","LAC                  LAC","31","2022","2023","2","$24,000,000","$12,000,000","$23,529,620","$23,529,620"
"Jeremy Sochan","PF","SAS                  SAS","19","2022","2025","4","$23,046,751","$5,761,688","$10,380,480","$15,950,520"
"Nicolas Batum","SF","LAC                  LAC","33","2022","2023","2","$22,554,168","$11,277,084","$22,083,043","$22,083,043"
"Kevon Looney","C","GSW                  GSW","26","2022","2024","3","$22,500,000","$7,500,000","$14,500,000","$22,500,000"
"Johnny Davis","SG","WAS                  WAS","20","2022","2025","4","$21,898,509","$5,474,627","$9,861,120","$11,868,112"
"Ousmane Dieng","SF","OKC                  OKC","19","2022","2025","4","$21,066,202","$5,266,551","$9,368,280","$14,395,320"
"Jae’Sean Tate","SF","HOU                  HOU","26","2022","2024","3","$20,630,434","$6,876,811","$14,065,217","$21,130,434"
"Mohamed Bamba","C","ORL                  ORL","24","2022","2023","2","$20,600,000","$10,300,000","$13,792,529","$13,792,529"
"Caleb Martin","SF","MIA                  MIA","26","2022","2024","3","$20,408,850","$6,802,950","$13,281,950","$20,408,850"
"Jalen Williams","SF","OKC                  OKC","21","2022","2025","4","$20,256,917","$5,064,229","$8,900,160","$13,675,920"
"Jalen Duren","C","DET                  DET","18","2022","2025","4","$19,474,944","$4,868,736","$8,454,960","$12,991,800"
"Malik Monk","SG","SAC                  SAC","24","2022","2023","2","$19,418,049","$9,709,025","$19,418,049","$19,418,049"
"Ochai Agbaji","SF","CLE                  CLE","22","2022","2025","4","$18,726,365","$4,681,591","$5,478,919","$9,789,199"
"Grayson Allen","SG","MIL                  MIL","26","2022","2023","2","$18,700,000","$9,350,000","$17,425,000","$17,425,000"
"Ricky Rubio","PG","CLE                  CLE","31","2022","2024","3","$18,439,026","$6,146,342","$12,000,001","$18,439,026"
"Victor Oladipo","SG","MIA                  MIA","30","2022","2023","2","$18,200,000","$9,100,000","$12,714,655","$12,714,655"
"Mark Williams","C","CHA                  CHA","20","2022","2025","4","$18,001,011","$4,500,253","$7,630,200","$11,724,480"
"Kyle Anderson","PF","MIN                  MIN","28","2022","2023","2","$18,000,000","$9,000,000","$18,000,000","$18,000,000"
"Nicolas Claxton","C","BKN                  BKN","23","2022","2023","2","$17,250,000","$8,625,000","$18,100,000","$18,100,000"
"JaVale McGee","C","DAL                  DAL","34","2022","2024","3","$17,202,840","$5,734,280","$11,195,499","$17,202,840"
"A.J. Griffin","SF","ATL                  ATL","18","2022","2025","4","$17,106,137","$4,276,534","$7,249,080","$11,139,000"
"Tari Eason","PF","HOU                  HOU","21","2022","2025","4","$16,257,246","$4,064,312","$6,886,320","$10,581,480"
"Delon Wright","PG","WAS                  WAS","30","2022","2023","2","$16,000,000","$8,000,000","$16,000,000","$16,000,000"
"Thaddeus Young","PF","TOR                  TOR","34","2022","2023","2","$16,000,000","$8,000,000","$11,034,483","$11,034,483"
"Isaiah Hartenstein","C","NYK                  NYK","24","2022","2023","2","$16,000,000","$8,000,000","$17,050,000","$17,050,000"
"Dalen Terry","SG","CHI                  CHI","19","2022","2025","4","$15,451,758","$3,862,940","$6,542,160","$10,052,640"
"Jalen Smith","PF","IND                  IND","22","2022","2024","3","$15,131,319","$5,043,773","$9,713,933","$15,131,319"
"Jake LaRavia","PF","MEM                  MEM","20","2022","2025","4","$14,763,367","$3,690,842","$6,247,560","$7,519,266"
"Taurean Prince","PF","MIN                  MIN","28","2022","2023","2","$14,555,000","$7,277,500","$14,555,000","$14,555,000"
"Malaki Branham","SG","SAS                  SAS","19","2022","2025","4","$14,177,433","$3,544,358","$5,997,480","$9,215,400"
"Patrick Baldwin Jr.","SF","GSW                  GSW","19","2022","2025","4","$13,993,276","$3,498,319","$4,563,720","$5,492,590"
"Christian Braun","SG","DEN                  DEN","21","2022","2025","4","$13,769,157","$3,442,289","$5,757,720","$8,847,360"
"Walker Kessler","C","UTA                  UTA","20","2022","2025","4","$13,372,418","$3,343,105","$5,527,560","$8,493,480"
"Danilo Gallinari","PF","BOS                  BOS","33","2022","2023","2","$13,281,950","$6,640,975","$10,075,962","$10,075,962"
"John Wall","PG","LAC                  LAC","31","2022","2023","2","$13,281,950","$6,640,975","$8,999,852","$8,999,852"
"Bruce Brown Jr.","SG","DEN                  DEN","25","2022","2023","2","$13,281,950","$6,640,975","$13,281,950","$13,281,950"
"Patty Mills","PG","BKN                  BKN","33","2022","2023","2","$13,281,950","$6,640,975","$13,281,950","$13,281,950"
"Patrick Beverley","PG","MIN                  MIN","33","2022","2022","1","$13,000,000","$13,000,000","$4,408,046","$4,408,046"
"David Roddy","PF","MEM                  MEM","21","2022","2025","4","$12,985,886","$3,246,472","$3,619,697","$6,466,937"
"MarJon Beauchamp","SG","MIL                  MIL","21","2022","2025","4","$12,609,596","$3,152,399","$5,094,600","$6,115,817"
"Otto Porter Jr.","SF","TOR                  TOR","29","2022","2023","2","$12,300,000","$6,150,000","$8,389,655","$8,389,655"
"Blake Wesley","SG","SAS                  SAS","19","2022","2025","4","$12,240,728","$3,060,182","$4,890,120","$7,514,400"
"Josh Richardson","SG","BOS                  BOS","27","2022","2022","1","$12,196,094","$12,196,094","$4,135,457","$4,135,457"
"Wendell Moore Jr.","SG","MIN                  MIN","20","2022","2025","4","$11,839,563","$2,959,891","$4,728,240","$7,265,280"
"Nikola Jovic","SF","MIA                  MIA","15","2022","2025","4","$11,501,537","$2,875,384","$4,591,920","$7,056,120"
"TyTy Washington Jr.","PG","HOU                  HOU","20","2022","2025","4","$11,349,659","$2,837,415","$4,530,480","$6,961,560"
"Peyton Watson","SG","DEN                  DEN","19","2022","2025","4","$11,267,516","$2,816,879","$4,497,480","$6,911,040"
"Amir Coffey","SG","LAC                  LAC","25","2022","2024","3","$11,000,000","$3,666,667","$7,061,729","$11,000,000"
"Bruno Fernando","C","HOU                  HOU","24","2022","2025","4","$10,869,564","$2,717,391","$3,502,936","$6,220,327"
"Charles Bassey","C","SAS                  SAS","22","2022","2025","4","$10,200,000","$2,550,000","$5,200,000","$7,700,000"
"Donte DiVincenzo","SG","GSW                  GSW","25","2022","2023","2","$9,225,000","$4,612,500","$9,225,000","$9,225,000"
"Dewayne Dedmon","C","MIA                  MIA","32","2022","2023","2","$9,024,000","$4,512,000","$5,971,701","$5,971,701"
"Andrew Nembhard","PG","IND                  IND","22","2022","2025","4","$8,583,166","$2,145,792","$4,376,016","$6,395,715"
"Danuel House Jr.","SF","PHI                  PHI","29","2022","2023","2","$8,415,250","$4,207,625","$5,739,922","$5,739,922"
"Caleb Houstan","SF","ORL                  ORL","19","2022","2025","4","$8,207,398","$2,051,850","$4,000,000","$6,019,699"
"Jaylin Williams","C","OKC                  OKC","20","2022","2025","4","$8,207,398","$2,051,850","$4,000,000","$6,019,699"
"Kennedy Chandler","PG","MEM                  MEM","19","2022","2025","4","$7,127,014","$1,781,754","$2,919,864","$4,939,563"
"Bryce McGowens","SG","CHA                  CHA","20","2022","2025","4","$7,002,014","$1,750,504","$2,794,864","$4,814,563"
"Mike Muscala","C","OKC                  OKC","31","2022","2023","2","$7,000,000","$3,500,000","$3,037,357","$3,037,357"
"Josh Minott","SF","MIN                  MIN","19","2022","2025","4","$6,944,795","$1,736,199","$2,737,645","$4,757,344"
"Kenneth Lofton Jr.","PF","MEM                  MEM","20","2022","2025","4","$6,927,014","$1,731,754","$2,719,864","$4,739,563"
"Vlatko Cancar","PF","DEN                  DEN","25","2022","2024","3","$6,815,324","$2,271,775","$4,468,718","$6,815,324"
"Derrick Jones Jr.","SF","CHI                  CHI","25","2022","2023","2","$6,560,000","$3,280,000","$6,560,000","$6,560,000"
"Andre Drummond","C","CHI                  CHI","28","2022","2023","2","$6,560,000","$3,280,000","$6,560,000","$6,560,000"
"Lonnie Walker IV","SG","LAL                  LAL","23","2022","2022","1","$6,479,000","$6,479,000","$6,479,000","$6,479,000"
"Joe Ingles","SF","MIL                  MIL","34","2022","2022","1","$6,479,000","$6,479,000","$6,479,000","$6,479,000"
"Lindy Waters III","SF","OKC                  OKC","25","2022","2023","2","$6,289,504","$3,144,752","$3,855,792","$3,855,792"
"Simone Fontecchio","SF","UTA                  UTA","26","2022","2023","2","$6,250,000","$3,125,000","$4,377,579","$4,377,579"
"Xavier Cooks","PF","WAS                  WAS","27","2022","2025","4","$6,067,398","$1,516,850","$1,860,248","$3,879,947"
"Kevin Knox","SF","DET                  DET","22","2022","2023","2","$6,000,000","$3,000,000","$4,017,241","$4,017,241"
"Isaiah Joe","SG","OKC                  OKC","23","2022","2024","3","$5,998,321","$1,999,440","$3,833,328","$5,998,321"
"Jordan Nwora","SF","MIL                  MIL","24","2022","2023","2","$5,800,000","$2,900,000","$2,483,908","$2,483,908"
"Jericho Sims","C","NYK                  NYK","23","2022","2024","3","$5,658,206","$1,886,069","$3,565,862","$4,359,510"
"Sam Hauser","SF","BOS                  BOS","24","2022","2024","3","$5,658,206","$1,886,069","$3,565,862","$5,658,206"
"Christian Koloko","C","TOR                  TOR","22","2022","2024","3","$5,239,563","$1,746,521","$3,219,864","$5,239,563"
"Montrezl Harrell","C","PHI                  PHI","28","2022","2023","2","$5,223,516","$2,611,758","$5,223,516","$5,223,516"
"Sam Merrill","SG","CLE                  CLE","26","2022","2024","3","$5,012,231","$1,670,744","$2,847,238","$5,012,231"
"Jordan Goodwin","PG","WAS                  WAS","24","2022","2024","3","$4,920,240","$1,640,080","$1,631,271","$3,723,615"
"Damian Jones","C","LAL                  LAL","27","2022","2023","2","$4,885,050","$2,442,525","$3,366,002","$3,366,002"
"Ryan Rollins","SG","GSW                  GSW","20","2022","2024","3","$4,757,344","$1,585,781","$2,737,645","$4,757,344"
"Jabari Walker","SF","POR                  POR","19","2022","2024","3","$4,757,344","$1,585,781","$2,737,645","$4,757,344"
"Jaden Hardy","SG","DAL                  DAL","20","2022","2024","3","$4,757,344","$1,585,781","$2,737,645","$4,757,344"
"DJ Wilson","PF","TOR                  TOR","26","2022","2023","2","$4,546,582","$2,273,291","$4,546,582","$4,546,582"
"Luke Kornet","C","BOS                  BOS","26","2022","2023","2","$4,546,582","$2,273,291","$4,546,582","$4,546,582"
"Bol Bol","PF","ORL                  ORL","22","2022","2023","2","$4,400,000","$2,200,000","$4,400,000","$4,400,000"
"Carlik Jones","PG","CHI                  CHI","25","2022","2024","3","$4,377,957","$1,459,319","$2,285,613","$4,377,957"
"Joe Wieskamp","SF","SAS                  SAS","","2022","2023","2","$4,375,000","$2,187,500","$4,375,000","$4,375,000"
"Jevon Carter","PG","MIL                  MIL","26","2022","2023","2","$4,339,943","$2,169,972","$4,339,943","$4,339,943"
"Edmond Sumner","SG","BKN                  BKN","26","2022","2023","2","$4,208,118","$2,104,059","$4,208,118","$4,208,118"
"KZ Okpala","SF","SAC                  SAC","23","2022","2023","2","$3,968,718","$1,984,359","$3,968,718","$3,968,718"
"Davon Reed","SG","DEN                  DEN","27","2022","2023","2","$3,968,718","$1,984,359","$2,711,561","$2,711,561"
"Sam Merrill","SG","SAC                  SAC","26","2022","2023","2","$3,833,328","$1,916,664","$3,833,328","$3,833,328"
"Nathan Knight","PF","MIN                  MIN","24","2022","2023","2","$3,833,328","$1,916,664","$3,833,328","$3,833,328"
"Anthony Gill","PF","WAS                  WAS","29","2022","2023","2","$3,833,328","$1,916,664","$3,833,328","$3,833,328"
"Michael Carter-Williams","PG","ORL                  ORL","31","2022","2023","2","$3,703,973","$1,851,987","$3,703,973","$3,703,973"
"Justin Champagnie","SF","TOR                  TOR","21","2022","2023","2","$3,565,862","$1,782,931","$3,565,862","$3,565,862"
"Kessler Edwards","SF","BKN                  BKN","21","2022","2023","2","$3,565,862","$1,782,931","$2,502,125","$2,502,125"
"Trevelin Queen","SG","PHI                  PHI","25","2022","2023","2","$3,565,862","$1,782,931","$3,565,862","$3,565,862"
"Kris Dunn","PG","UTA                  UTA","28","2022","2023","2","$3,322,484","$1,661,242","$3,322,484","$3,322,484"
"Kevin Love","C","MIA                  MIA","34","2022","2022","1","$3,114,138","$3,114,138","$3,114,138","$3,114,138"
"P.J. Dozier","PG","SAC                  SAC","26","2022","2023","2","$2,952,754","$1,476,377","$2,952,754","$2,952,754"
"Robin Lopez","C","CLE                  CLE","34","2022","2022","1","$2,905,865","$2,905,865","$2,905,851","$2,905,851"
"Blake Griffin","C","BOS                  BOS","33","2022","2022","1","$2,905,851","$2,905,851","$2,905,851","$2,905,851"
"Andre Iguodala","SF","GSW                  GSW","38","2022","2022","1","$2,905,851","$2,905,851","$2,905,851","$2,905,851"
"Langston Galloway","SG","IND                  IND","30","2022","2022","1","$2,905,851","$2,905,851","$2,905,851","$2,905,851"
"Kent Bazemore","SG","SAC                  SAC","33","2022","2022","1","$2,905,851","$2,905,851","$2,905,851","$2,905,851"
"James Johnson","PF","IND                  IND","35","2022","2022","1","$2,905,851","$2,905,851","$2,905,851","$2,905,851"
"Markieff Morris","PF","BKN                  BKN","32","2022","2022","1","$2,905,851","$2,905,851","$1,035,418","$1,035,418"
"Udonis Haslem","PF","MIA                  MIA","42","2022","2022","1","$2,905,851","$2,905,851","$2,905,851","$2,905,851"
"Austin Rivers","SG","MIN                  MIN","29","2022","2022","1","$2,905,851","$2,905,851","$2,905,851","$2,905,851"
"Taj Gibson","C","WAS                  WAS","37","2022","2022","1","$2,905,851","$2,905,851","$2,905,851","$2,905,851"
"Serge Ibaka","C","MIL                  MIL","32","2022","2022","1","$2,905,851","$2,905,851","$985,317","$985,317"
"Goran Dragic","PG","CHI                  CHI","36","2022","2022","1","$2,905,851","$2,905,851","$2,905,851","$2,905,851"
"Bismack Biyombo","C","PHX                  PHX","29","2022","2022","1","$2,905,851","$2,905,851","$2,905,851","$2,905,851"
"DeAndre Jordan","C","DEN                  DEN","33","2022","2022","1","$2,905,851","$2,905,851","$2,905,851","$2,905,851"
"Wesley Matthews","SG","MIL                  MIL","35","2022","2022","1","$2,905,851","$2,905,851","$2,905,851","$2,905,851"
"Chima Moneke","F","SAC                  SAC","26","2022","2023","2","$2,737,645","$1,368,823","$2,737,645","$2,737,645"
"Tyrese Martin","SF","ATL                  ATL","22","2022","2023","2","$2,737,645","$1,368,823","$2,737,645","$2,737,645"
"Max Christie","SG","LAL                  LAL","19","2022","2023","2","$2,737,645","$1,368,823","$2,737,645","$2,737,645"
"Goga Bitadze","C","ORL                  ORL","23","2022","2023","2","$2,678,766","$1,339,383","$2,678,766","$2,678,766"
"Cody Zeller","C","UTA                  UTA","29","2022","2022","1","$2,641,682","$2,641,682","$2,641,682","$2,641,682"
"Dennis Schröder","PG","LAL                  LAL","29","2022","2022","1","$2,641,682","$2,641,682","$2,641,682","$2,641,682"
"Gorgui Dieng","C","SAS                  SAS","32","2022","2022","1","$2,641,682","$2,641,682","$2,641,682","$2,641,682"
"JaMychal Green","PF","GSW                  GSW","32","2022","2022","1","$2,628,597","$2,628,597","$2,628,597","$2,628,597"
"Matthew Dellavedova","PG","SAC                  SAC","22","2022","2022","1","$2,628,597","$2,628,597","$2,628,597","$2,628,597"
"T.J. Warren","SF","BKN                  BKN","28","2022","2022","1","$2,628,597","$2,628,597","$891,306","$891,306"
"Admiral Schofield","SF","ORL                  ORL","25","2022","2023","2","$2,503,746","$1,251,873","$2,503,746","$2,503,746"
"Luka Samanic","PF","UTA                  UTA","23","2022","2023","2","$2,499,380","$1,249,690","$2,499,380","$2,499,380"
"RJ Hampton","PG","DET                  DET","22","2022","2023","2","$2,482,641","$1,241,321","$2,482,641","$2,482,641"
"Joe Wieskamp","SF","TOR                  TOR","","2022","2023","2","$2,473,885","$1,236,943","$2,473,885","$2,473,885"
"Isaiah Roby","PF","NYK                  NYK","25","2022","2023","2","$2,466,585","$1,233,293","$2,466,585","$2,466,585"
"Willie Cauley-Stein","C","HOU                  HOU","29","2022","2022","1","$2,463,490","$2,463,490","$2,463,490","$2,463,490"
"Noah Vonleh","PF","BOS                  BOS","27","2022","2022","1","$2,463,490","$2,463,490","$1,132,639","$1,132,639"
"Bruno Caboclo","SF","BOS                  BOS","26","2022","2022","1","$2,463,490","$2,463,490","$2,463,490","$2,463,490"
"Frank Kaminsky","C","ATL                  ATL","29","2022","2022","1","$2,463,490","$2,463,490","$835,321","$835,321"
"Raul Neto","PG","CLE                  CLE","30","2022","2022","1","$2,463,490","$2,463,490","$2,463,490","$2,463,490"
"Shaquille Harrison","PG","LAL                  LAL","29","2022","2022","2","$2,425,564","$1,212,782","$2,425,564","$2,425,564"
"Ishmail Wainright","SF","PHX                  PHX","28","2022","2023","2","$2,402,747","$1,201,374","$2,402,747","$2,402,747"
"DaQuan Jeffries","SG","NYK                  NYK","25","2022","2023","2","$2,366,585","$1,183,293","$2,366,585","$2,366,585"
"Emmanuel Mudiay","PG","MIN                  MIN","26","2022","2022","1","$2,298,385","$2,298,385","$2,298,385","$2,298,385"
"Timothe Luwawu-Cabarrot","SG","PHX                  PHX","27","2022","2022","1","$2,298,385","$2,298,385","$2,298,385","$2,298,385"
"Justin Anderson","SG","IND                  IND","28","2022","2022","1","$2,298,385","$2,298,385","$2,298,385","$2,298,385"
"Denzel Valentine","SG","BOS                  BOS","28","2022","2022","1","$2,298,385","$2,298,385","$2,298,385","$2,298,385"
"Jake Layman","SF","BOS                  BOS","28","2022","2022","1","$2,298,385","$2,298,385","$2,298,385","$2,298,385"
"Rodney McGruder","SG","DET                  DET","31","2022","2022","1","$2,298,385","$2,298,385","$2,298,385","$2,298,385"
"Juancho Hernangomez","PF","TOR                  TOR","26","2022","2022","1","$2,298,385","$2,298,385","$2,298,385","$2,298,385"
"Bryn Forbes","SG","MIN                  MIN","28","2022","2022","1","$2,298,385","$2,298,385","$2,298,385","$2,298,385"
"Eugene Omoruyi","SF","OKC                  OKC","25","2022","2023","2","$2,273,006","$1,136,503","$2,483,298","$2,483,298"
"Kemba Walker","PG","DAL                  DAL","32","2022","2022","1","$2,204,439","$2,204,439","$2,204,439","$2,204,439"
"Eugene Omoruyi","SF","DET                  DET","26","2022","2023","2","$2,197,341","$1,098,671","$2,197,341","$2,197,341"
"Frank Jackson","PG","UTA                  UTA","24","2022","2022","1","$2,133,278","$2,133,278","$2,133,278","$2,133,278"
"Wesley Iwundu","SF","SAC                  SAC","27","2022","2022","1","$2,133,278","$2,133,278","$2,133,278","$2,133,278"
"Patrick McCaw","SG","PHI                  PHI","26","2022","2022","1","$2,133,278","$2,133,278","$2,133,278","$2,133,278"
"Shaquille Harrison","PG","LAL                  LAL","29","2022","2022","1","$2,133,278","$2,133,278","$2,133,278","$2,133,278"
"P.J. Dozier","PG","MIN                  MIN","25","2022","2022","1","$2,133,278","$2,133,278","$2,133,278","$2,133,278"
"Dennis Smith Jr.","PG","CHA                  CHA","24","2022","2022","1","$2,133,278","$2,133,278","$2,133,278","$2,133,278"
"Wesley Iwundu","SF","POR                  POR","27","2022","2022","1","$2,133,278","$2,133,278","$2,133,278","$2,133,278"
"Quinn Cook","PG","SAC                  SAC","29","2022","2022","1","$2,133,278","$2,133,278","$2,133,278","$2,133,278"
"Frank Jackson","PG","PHX                  PHX","24","2022","2022","1","$2,133,278","$2,133,278","$2,133,278","$2,133,278"
"Ryan Arcidiacono","PG","NYK                  NYK","28","2022","2022","1","$2,133,278","$2,133,278","$723,353","$723,353"
"Justin Jackson","SF","BOS                  BOS","27","2022","2022","1","$2,133,278","$2,133,278","$723,353","$723,353"
"Josh Jackson","SG","TOR                  TOR","25","2022","2022","1","$2,133,278","$2,133,278","$2,133,278","$2,133,278"
"Thomas Bryant","C","LAL                  LAL","24","2022","2022","1","$2,133,278","$2,133,278","$723,353","$723,353"
"Damion Lee","SG","PHX                  PHX","29","2022","2022","1","$2,133,278","$2,133,278","$2,133,278","$2,133,278"
"Kobi Simmons","PG","CHA                  CHA","25","2022","2023","2","$2,099,380","$1,049,690","$2,099,380","$2,099,380"
"Vernon Carey Jr.","C","UTA                  UTA","22","2022","2023","2","$2,097,238","$1,048,619","$2,097,238","$2,097,238"
"Danny Green","SF","CLE                  CLE","35","2022","2022","1","$2,000,000","$2,000,000","$2,000,000","$2,000,000"
"Scotty Hopson","SF","OKC                  OKC","33","2022","2022","1","$1,968,175","$1,968,175","$1,968,175","$1,968,175"
"Chasson Randle","PG","DEN                  DEN","29","2022","2022","1","$1,968,175","$1,968,175","$1,968,175","$1,968,175"
"Dwayne Bacon","SG","LAL                  LAL","27","2022","2022","1","$1,968,175","$1,968,175","$1,968,175","$1,968,175"
"Chris Chiozza","PG","BKN                  BKN","26","2022","2022","1","$1,968,175","$1,968,175","$1,968,175","$1,968,175"
"Sviatoslav Mykhailiuk","SG","NYK                  NYK","25","2022","2022","1","$1,968,175","$1,968,175","$667,370","$667,370"
"Yuta Watanabe","SF","BKN                  BKN","27","2022","2022","1","$1,968,175","$1,968,175","$1,968,175","$1,968,175"
"Alize Johnson","PF","SAS                  SAS","26","2022","2022","1","$1,968,175","$1,968,175","$1,968,175","$1,968,175"
"Josh Okogie","SG","PHX                  PHX","23","2022","2022","1","$1,968,175","$1,968,175","$1,968,175","$1,968,175"
"Drew Eubanks","C","POR                  POR","25","2022","2022","1","$1,968,175","$1,968,175","$1,968,175","$1,968,175"
"Theo Pinson","SG","DAL                  DAL","26","2022","2022","1","$1,968,175","$1,968,175","$1,968,175","$1,968,175"
"Aaron Holiday","PG","ATL                  ATL","25","2022","2022","1","$1,968,175","$1,968,175","$1,968,175","$1,968,175"
"Troy Brown Jr.","SG","LAL                  LAL","22","2022","2022","1","$1,968,175","$1,968,175","$1,968,175","$1,968,175"
"Justin Champagnie","SF","BOS                  BOS","21","2022","2023","2","$1,956,137","$978,069","$1,956,137","$1,956,137"
"Tyler Cook","PF","UTA                  UTA","25","2022","2022","1","$1,902,133","$1,902,133","$1,902,133","$1,902,133"
"Sekou Doumbouya","SF","PHI                  PHI","21","2022","2022","1","$1,902,133","$1,902,133","$1,902,133","$1,902,133"
"Devontae Cacok","C","DET                  DET","26","2022","2022","1","$1,902,133","$1,902,133","$1,902,133","$1,902,133"
"Kelan Martin","SF","NOP                  NOP","27","2022","2022","1","$1,902,133","$1,902,133","$1,902,133","$1,902,133"
